#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
339453	TMEM240;NM_001114748.2	1	-	1470728	1475736	1470728	1475736	4	1470728,1470958,1475053,1475659	1470897,1471187,1475180,1475736	nan	TMEM240	nan	nan	0,0,0,0
5192	PEX10;NM_153818.2	1	-	2337194	2343951	2337194	2343951	6	2337194,2337912,2338148,2339880,2341799,2343819	2337283,2338068,2338404,2340307,2341900,2343951	nan	PEX10	nan	nan	0,0,0,0,0,0
57449	PLEKHG5;NM_020631.6	1	-	6527612	6537641	6527612	6537641	20	6527612,6527874,6529091,6529384,6529593,6530285,6530555,6530784,6531039,6531537,6531807,6532576,6533035,6533300,6534062,6534500,6535096,6535511,6535980,6537578	6527642,6528656,6529311,6529520,6529746,6530425,6530713,6530954,6531170,6531707,6531878,6532692,6533244,6533524,6534234,6534657,6535208,6535592,6536106,6537641	nan	PLEKHG5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11315	PARK7;NM_007262.5	1	+	8022835	8045124	8022835	8045124	6	8022835,8025373,8029394,8030943,8037701,8044943	8022945,8025495,8029474,8031033,8037808,8045124	nan	PARK7	nan	nan	0,0,0,0,0,0
5195	PEX14;NM_004565.3	1	+	10535013	10690054	10535013	10690054	9	10535013,10555320,10596259,10659284,10678378,10683065,10684386,10687318,10689577	10535069,10555388,10596364,10659433,10678484,10683188,10684504,10687430,10690054	nan	PEX14	nan	nan	0,0,0,0,0,0,0,0,0
23435	TARDBP;NM_007375.4	1	+	11073774	11082721	11073774	11082721	5	11073774,11076890,11078779,11080475,11082170	11074032,11077074,11078940,11080666,11082721	nan	TARDBP	nan	nan	0,0,0,0,0
10459	MAD2L2;NM_006341.4	1	-	11734821	11740668	11734821	11740668	8	11734821,11735128,11735704,11736092,11736894,11737589,11740399,11740608	11734883,11735241,11735798,11736207,11737015,11737681,11740538,11740668	nan	MAD2L2	nan	nan	0,0,0,0,0,0,0,0
4524	MTHFR;NM_005957.5	1	-	11850726	11863183	11850726	11863183	11	11850726,11851253,11852324,11853953,11854404,11854775,11855144,11856252,11860258,11861207,11862927	11850965,11851393,11852446,11854156,11854605,11854930,11855415,11856466,11860389,11861466,11863183	nan	MTHFR	nan	nan	0,0,0,0,0,0,0,0,0,0,0
9927	MFN2;NM_014874.4	1	+	12049215	12071632	12049215	12071632	17	12049215,12052601,12056202,12057343,12058816,12059034,12061447,12061815,12062028,12064038,12064555,12064871,12065757,12066584,12067099,12069638,12071542	12049410,12052757,12056385,12057488,12058945,12059162,12061621,12061903,12062170,12064185,12064680,12064994,12065998,12066760,12067316,12069793,12071632	nan	MFN2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55187	VPS13D;NM_015378.4	1	+	12294313	12569088	12294313	12569088	69	12294313,12302559,12304292,12304583,12309269,12313768,12316379,12317033,12317981,12320739,12320994,12321947,12326927,12327891,12328752,12331040,12333049,12335871,12339545,12342751,12348269,12351044,12353570,12359248,12364552,12368477,12371500,12371859,12374161,12378118,12379543,12381855,12382582,12383752,12387694,12389875,12393272,12395751,12398277,12401826,12402945,12405420,12406651,12408869,12409210,12414020,12415945,12416444,12418504,12422765,12423117,12428512,12429511,12433794,12438471,12439531,12443024,12445308,12446233,12460227,12461650,12463867,12475129,12476702,12516043,12520245,12557543,12566896,12568936	12294430,12302657,12304503,12304684,12309406,12313893,12316570,12317154,12318170,12320861,12321216,12322147,12327078,12327987,12328943,12331191,12333202,12338105,12339717,12343803,12348380,12351191,12353771,12359451,12364795,12368708,12371692,12371992,12374394,12378404,12379697,12382031,12382813,12383847,12387921,12389985,12393433,12395894,12398372,12401952,12403118,12405576,12406719,12409040,12409441,12414288,12416157,12416591,12418667,12422916,12423313,12428656,12429767,12433923,12438655,12439660,12443224,12445442,12446403,12460397,12461767,12464036,12475284,12476890,12516196,12520461,12557695,12567157,12569088	nan	VPS13D	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
