#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
4595	MUTYH;NM_001128425.2	1	-	45794966	45806162	45794966	45806162	16	45794966,45796176,45796842,45797080,45797321,45797683,45797826,45798051,45798234,45798423,45798578,45798757,45798945,45799073,45800051,45805879	45795120,45796240,45797017,45797239,45797532,45797769,45797993,45798171,45798370,45798517,45798642,45798853,45799007,45799286,45800194,45806162	nan	MUTYH	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072	EPCAM;NM_002354.3	2	+	47596399	47613763	47596399	47613763	9	47596399,47600590,47600935,47602361,47604141,47606080,47606896,47612293,47613699	47596731,47600720,47601198,47602449,47604227,47606204,47607119,47612360,47613763	nan	EPCAM	nan	nan	0,0,0,0,0,0,0,0,0
4436	MSH2;NM_000251.3	2	+	47630244	47710099	47630244	47710099	16	47630244,47635528,47637221,47639541,47641396,47643423,47656869,47672675,47690158,47693785,47698092,47702152,47703494,47705399,47707823,47709906	47630552,47635705,47637522,47639710,47641568,47643579,47657091,47672807,47690304,47693958,47698212,47702420,47703721,47705669,47708021,47710099	nan	MSH2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956	MSH6;NM_000179.3	2	+	48010233	48034010	48010233	48034010	10	48010233,48018054,48023021,48025738,48030547,48032037,48032745,48033331,48033579,48033906	48010643,48018273,48023213,48028305,48030835,48032177,48032857,48033508,48033801,48034010	nan	MSH6	nan	nan	0,0,0,0,0,0,0,0,0,0
4292	MLH1;NM_000249.4	3	+	37034958	37092155	37034958	37092155	19	37034958,37038098,37042434,37045880,37048470,37050293,37053299,37053490,37055911,37058985,37061789,37067116,37070263,37081665,37083747,37088998,37089996,37090383,37091965	37035165,37038211,37042555,37045976,37048565,37050407,37053364,37053601,37056046,37059101,37061965,37067509,37070434,37081796,37083833,37089185,37090111,37090519,37092155	nan	MLH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4437	MSH3;NM_002439.5	5	+	79950420	80171692	79950420	80171692	24	79950420,79952218,79960950,79965904,79968051,79968548,79970790,79974734,80021260,80024658,80037271,80040313,80057353,80063740,80064642,80071501,80074527,80083372,80088540,80109391,80149937,80160620,80168923,80171558	79950794,79952361,79961193,79966139,79968190,79968688,79970958,79974923,80021395,80024795,80037378,80040445,80057508,80063950,80064833,80071588,80074666,80083502,80088674,80109571,80150146,80160772,80169117,80171692	nan	MSH3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324	APC;NM_000038.6	5	+	112073531	112179834	112073531	112179834	16	112073531,112090558,112102011,112102874,112111314,112116475,112128131,112136964,112151180,112154651,112157581,112162793,112163614,112164541,112170636,112173238	112073633,112090733,112102118,112103098,112111445,112116611,112128237,112137091,112151301,112155052,112157699,112162955,112163714,112164680,112170873,112179834	nan	APC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395	PMS2;NM_000535.7	7	-	6013018	6048730	6013018	6048730	15	6013018,6017207,6018215,6022443,6026378,6029419,6031592,6035153,6036945,6038727,6042072,6043309,6043591,6045511,6048616	6013184,6017399,6018338,6022633,6027262,6029597,6031699,6035275,6037065,6038917,6042278,6043434,6043700,6045673,6048730	nan	PMS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683	NBN;NM_002485.5	8	-	90947798	90996945	90947798	90996945	16	90947798,90949242,90955469,90958356,90960040,90965460,90967499,90970941,90976626,90982580,90983389,90990436,90992950,90993591,90994938,90996741	90947851,90949314,90955605,90958534,90960131,90965930,90967794,90971093,90976746,90982796,90983529,90990562,90993132,90993762,90995094,90996945	nan	NBN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657	BMPR1A;NM_004329.3	10	+	88516325	88683487	88516325	88683487	13	88516325,88598610,88635612,88649807,88651872,88659539,88659772,88671985,88676879,88678917,88681265,88683121,88683339	88516687,88598747,88635853,88649992,88651997,88659658,88659894,88672152,88677094,88679237,88681463,88683274,88683487	nan	BMPR1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
5728	PTEN;NM_000314.8	10	+	89623331	89725240	89623331	89725240	9	89623331,89653770,89685258,89690791,89692758,89711863,89717598,89720639,89725032	89624316,89653877,89685325,89690857,89693019,89712027,89717787,89720886,89725240	nan	PTEN	nan	nan	0,0,0,0,0,0,0,0,0
472	ATM;NM_000051.3	11	+	108093508	108236246	108093508	108236246	63	108093508,108098310,108098491,108099893,108106385,108114668,108115503,108117679,108119648,108121416,108122552,108123532,108124529,108126930,108128196,108129701,108137886,108139125,108141779,108141966,108143247,108143437,108150206,108151710,108153425,108154942,108158315,108159692,108160317,108163334,108164028,108165642,108168002,108170429,108172363,108173568,108175390,108178612,108180875,108183126,108186538,108186726,108188088,108190669,108192016,108196025,108196773,108198360,108199736,108200929,108202159,108202594,108203477,108204601,108205684,108206560,108213937,108216458,108217994,108224481,108225526,108235797,108236040	108093924,108098434,108098626,108100061,108106572,108114856,108115764,108117865,108119840,108121810,108122769,108123650,108124777,108127078,108128344,108129813,108138080,108139347,108141884,108142144,108143345,108143590,108150346,108151906,108153617,108155211,108158453,108159841,108160539,108163531,108164215,108165797,108168120,108170623,108172527,108173767,108175590,108178722,108181053,108183236,108186649,108186851,108188259,108190796,108192158,108196282,108196963,108198496,108199976,108201159,108202295,108202775,108203638,108204706,108205847,108206699,108214109,108216646,108218103,108224618,108225612,108235956,108236246	nan	ATM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
