#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_001791.4	1	+	22404971	22418010	22404971	22418010	5	22404971,22408214,22412931,22413161,22417920	22405076,22408287,22413041,22413359,22418010	nan	CDC42	nan	nan	0,0,0,0,0
4352	MPL;NM_005373.3	1	+	43803519	43818443	43803519	43818443	12	43803519,43803769,43804212,43804941,43805634,43806057,43812115,43812462,43814513,43814933,43817886,43818188	43803598,43803902,43804391,43805240,43805797,43806184,43812300,43812605,43814673,43815030,43817974,43818443	nan	MPL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
9939	RBM8A;NM_005105.5	1	+	145507666	145509211	145507666	145509211	6	145507666,145508015,145508206,145508474,145508915,145509165	145507733,145508075,145508284,145508611,145509052,145509211	nan	RBM8A	nan	nan	0,0,0,0,0,0
2629	GBA;NM_000157.4	1	-	155204785	155210903	155204785	155210903	11	155204785,155204985,155205471,155206035,155207131,155207924,155208307,155209406,155209676,155210420,155210876	155204891,155205102,155205635,155206260,155207369,155208097,155208441,155209553,155209868,155210508,155210903	nan	GBA	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2153	F5;NM_000130.5	1	-	169483550	169555624	169483550	169555624	25	169483550,169484681,169487649,169489757,169492434,169493038,169494074,169495138,169497152,169498845,169500023,169505743,169509531,169513533,169515679,169519038,169519877,169521794,169524419,169525883,169528390,169529791,169541458,169551668,169555466	169483697,169484864,169487801,169489902,169492590,169493142,169494146,169495255,169497332,169499056,169500260,169505918,169512352,169513746,169515830,169519253,169519977,169521972,169524585,169526105,169528534,169530004,169541581,169551760,169555624	nan	F5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321	PLA2G4A;NM_024420.3	1	+	186823486	186957640	186823486	186957640	17	186823486,186839566,186862142,186863229,186876096,186880379,186901894,186908139,186909111,186915768,186916000,186919788,186925233,186934540,186946724,186948446,186957508	186823519,186839648,186862291,186863343,186876134,186880521,186902031,186908362,186909226,186915906,186916093,186919860,186925476,186934725,186946920,186948604,186957640	nan	PLA2G4A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165	F13B;NM_001994.3	1	-	197008507	197036353	197008507	197036353	12	197008507,197009651,197019826,197021763,197024844,197026142,197026415,197029495,197030028,197030913,197031986,197036289	197008541,197009865,197020009,197021964,197025027,197026328,197026595,197029672,197030205,197031099,197032187,197036353	nan	F13B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_000081.4	1	-	235826239	235993717	235826239	235993717	51	235826239,235827283,235827764,235840390,235840779,235850248,235856649,235860382,235866046,235872390,235875356,235878500,235880011,235883960,235887327,235891375,235892895,235894146,235894331,235896802,235897129,235897782,235904721,235907278,235909635,235914509,235915304,235916343,235918777,235920580,235922271,235926019,235929378,235933459,235937141,235938212,235940362,235944164,235945226,235950499,235952000,235954998,235956802,235963619,235964170,235966207,235967803,235969042,235971754,235976270,235993525	235826378,235827355,235827921,235840488,235840919,235850347,235856786,235860572,235866277,235872608,235875497,235878657,235880078,235884205,235887480,235891431,235892957,235894243,235894477,235896991,235897206,235897959,235904928,235907457,235909827,235914662,235915471,235916574,235918947,235920758,235922899,235926151,235929577,235933597,235937291,235938386,235940608,235944355,235945387,235950673,235952145,235955425,235956912,235963686,235964397,235966364,235967965,235970072,235973834,235976361,235993717	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64240	ABCG5;NM_022436.3	2	-	44040254	44065818	44040254	44065818	13	44040254,44041615,44047053,44049935,44051051,44051357,44052027,44053520,44055121,44058907,44059085,44064972,44065675	44040448,44041728,44047239,44050074,44051257,44051571,44052157,44053660,44055254,44059006,44059222,44065094,44065818	nan	ABCG5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
64241	ABCG8;NM_022437.3	2	+	44066192	44105052	44066192	44105052	13	44066192,44071645,44073293,44078722,44079492,44079737,44099114,44099361,44100925,44101545,44102284,44104699,44104914	44066255,44071747,44073450,44078961,44079625,44080007,44099277,44099445,44101125,44101622,44102552,44104827,44105052	nan	ABCG8	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
