#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
178	AGL;NM_000028.2	1	+	100316588	100387217	100316588	100387217	33	100316588,100327048,100327802,100329931,100335945,100336303,100340232,100340699,100340903,100342003,100343186,100345468,100346177,100346621,100346837,100347086,100349665,100349884,100350114,100353523,100356765,100357151,100357977,100361831,100366181,100368228,100376257,100377950,100379072,100380934,100381955,100382143,100387079	100316690,100327279,100327989,100330155,100336147,100336435,100340376,100340822,100341021,100342163,100343394,100345612,100346361,100346743,100347013,100347257,100349810,100350017,100350269,100353674,100356922,100357305,100358173,100361954,100366427,100368360,100376413,100378083,100379304,100381052,100382063,100382297,100387217	nan	AGL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632	GBE1;NM_000158.3	3	-	81539547	81810678	81539547	81810678	16	81539547,81548250,81584333,81586051,81627065,81630305,81635232,81640177,81643048,81691921,81695532,81697996,81698936,81719978,81754584,81810515	81539624,81548386,81584486,81586256,81627257,81630436,81635351,81640325,81643184,81692151,81695643,81698152,81699082,81720114,81754774,81810678	nan	GBE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6514	SLC2A2;NM_000340.1	3	-	170715681	170744469	170715681	170744469	11	170715681,170715971,170716843,170720354,170723063,170723721,170724926,170727736,170732247,170736309,170744434	170715902,170716195,170716965,170720479,170723271,170723904,170725062,170727881,170732530,170736422,170744469	nan	SLC2A2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
378884	NHLRC1;NM_198586.2	6	-	18121639	18122847	18121639	18122847	1	18121639	18122847	nan	NHLRC1	nan	nan	0
7957	EPM2A;NM_005670.3	6	-	145948541	146056644	145948541	146056644	4	145948541,145956370,146007247,146056323	145948839,145956632,146007442,146056644	nan	EPM2A	nan	nan	0,0,0,0
2203	FBP1;NM_000507.3	9	-	97365652	97401602	97365652	97401602	7	97365652,97367728,97369086,97372192,97380039,97382600,97401412	97365864,97367868,97369244,97372353,97380152,97382783,97401602	nan	FBP1	nan	nan	0,0,0,0,0,0,0
229	ALDOB;NM_000035.3	9	-	104184080	104193179	104184080	104193179	8	104184080,104187114,104187724,104188826,104189753,104190740,104192026,104193047	104184196,104187334,104187919,104188930,104189934,104190815,104192258,104193179	nan	ALDOB	nan	nan	0,0,0,0,0,0,0,0
3988	LIPA;NM_000235.3	10	-	90974574	91007415	90974574	91007415	9	90974574,90975684,90982257,90983430,90984838,90986641,90987946,91005422,91007284	90974828,90975776,90982349,90983597,90984995,90986771,90988165,91005560,91007415	nan	LIPA	nan	nan	0,0,0,0,0,0,0,0,0
2542	SLC37A4;NM_001164277.1	11	-	118895609	118900089	118895609	118900089	9	118895609,118895890,118896666,118897302,118897636,118898327,118898426,118898893,118899921	118895796,118896049,118896800,118897408,118897815,118898445,118898592,118899146,118900089	nan	SLC37A4	nan	nan	0,0,0,0,0,0,0,0,0
2998	GYS2;NM_021957.3	12	-	21689877	21757536	21689877	21757536	16	21689877,21692181,21693333,21695419,21699267,21711123,21712014,21712574,21713309,21715841,21716151,21721788,21727067,21728789,21733265,21757395	21690119,21692282,21693517,21695535,21699414,21711257,21712113,21712654,21713436,21715982,21716289,21721953,21727270,21729001,21733467,21757536	nan	GYS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5836	PYGL;NM_002863.4	14	-	51372099	51411131	51372099	51411131	20	51372099,51374978,51375528,51376602,51378437,51378685,51378863,51379736,51381408,51382043,51382532,51383349,51383669,51387248,51387663,51390676,51398380,51401814,51404443,51410868	51372284,51375065,51375683,51376830,51378599,51378764,51379031,51379858,51381543,51382227,51382699,51383462,51383833,51387351,51387795,51390828,51398504,51401913,51404565,51411131	nan	PYGL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261	PHKG2;NM_000294.2	16	+	30760131	30768428	30760131	30768428	9	30760131,30762416,30762859,30764542,30764704,30767492,30767677,30767900,30768114	30760246,30762612,30762934,30764628,30764888,30767603,30767851,30768046,30768428	nan	PHKG2	nan	nan	0,0,0,0,0,0,0,0,0
5257	PHKB;NM_000293.2	16	+	47495251	47733287	47495251	47733287	31	47495251,47531299,47533656,47536891,47545565,47549421,47581333,47614195,47621568,47622805,47627400,47628037,47630273,47644726,47674935,47675499,47682433,47683000,47684444,47684731,47694406,47694557,47695619,47697577,47698785,47703115,47722941,47727278,47730281,47732348,47733129	47495347,47531409,47533815,47537011,47545693,47549522,47581469,47614279,47621684,47623023,47627478,47628135,47630452,47644841,47675011,47675613,47682537,47683125,47684547,47684842,47694488,47694740,47695721,47697655,47698896,47703338,47723096,47727428,47730409,47732509,47733287	nan	PHKB	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538	G6PC;NM_000151.3	17	+	41052883	41063453	41052883	41063453	5	41052883,41055937,41059529,41061309,41062921	41053133,41056067,41059655,41061445,41063453	nan	G6PC	nan	nan	0,0,0,0,0
5211	PFKL;NM_002626.5	21	+	45719978	45746755	45719978	45746755	22	45719978,45726553,45730878,45731977,45732850,45733510,45733785,45736116,45736304,45738342,45739223,45739956,45741601,45742005,45742834,45743638,45744363,45744728,45745025,45745833,45746031,45746587	45720083,45726647,45730976,45732187,45733036,45733575,45733914,45736232,45736417,45738488,45739308,45740040,45741768,45742096,45742942,45743811,45744548,45744810,45745157,45745953,45746157,45746755	nan	PFKL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8908	GYG2;NM_003918.2	X	+	2748219	2799264	2748219	2799264	11	2748219,2761028,2761243,2772010,2773023,2774528,2777873,2779552,2793840,2795230,2799082	2748246,2761141,2761405,2772205,2773206,2774675,2778116,2779773,2793965,2795358,2799264	nan	GYG2	nan	nan	0,0,0,0,0,0,0,0,0,0,0
5256	PHKA2;NM_000292.2	X	-	18911592	19002060	18911592	19002060	33	18911592,18912311,18913245,18915270,18917280,18918777,18919592,18923865,18924602,18924843,18925125,18926007,18926908,18928979,18936788,18938139,18942163,18942488,18943775,18944560,18947335,18949748,18954162,18956734,18958102,18959636,18961817,18963185,18966851,18969211,18970601,18972361,19001962	18911783,18912532,18913319,18915461,18917354,18918827,18919731,18923987,18924752,18924942,18925225,18926184,18927062,18929088,18936982,18938329,18942262,18942653,18943905,18944715,18947434,18949876,18954278,18956877,18958176,18959803,18961936,18963286,18966954,18969400,18970669,18972540,19002060	nan	PHKA2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
