#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
5236	PGM1;NM_002633.2	1	+	64059149	64125356	64059149	64125356	11	64059149,64095085,64095602,64097317,64100489,64101894,64104345,64114177,64117329,64119992,64125246	64059415,64095268,64095769,64097463,64100700,64102069,64104481,64114333,64117533,64120147,64125356	nan	PGM1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
178	AGL;NM_000028.2	1	+	100316588	100387217	100316588	100387217	33	100316588,100327048,100327802,100329931,100335945,100336303,100340232,100340699,100340903,100342003,100343186,100345468,100346177,100346621,100346837,100347086,100349665,100349884,100350114,100353523,100356765,100357151,100357977,100361831,100366181,100368228,100376257,100377950,100379072,100380934,100381955,100382143,100387079	100316690,100327279,100327989,100330155,100336147,100336435,100340376,100340822,100341021,100342163,100343394,100345612,100346361,100346743,100347013,100347257,100349810,100350017,100350269,100353674,100356922,100357305,100358173,100361954,100366427,100368360,100376413,100378083,100379304,100381052,100382063,100382297,100387217	nan	AGL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632	GBE1;NM_000158.3	3	-	81539547	81810678	81539547	81810678	16	81539547,81548250,81584333,81586051,81627065,81630305,81635232,81640177,81643048,81691921,81695532,81697996,81698936,81719978,81754584,81810515	81539624,81548386,81584486,81586256,81627257,81630436,81635351,81640325,81643184,81692151,81695643,81698152,81699082,81720114,81754774,81810678	nan	GBE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992	GYG1;NM_004130.3	3	+	148709417	148744730	148709417	148744730	8	148709417,148711918,148714078,148714518,148727052,148741829,148744228,148744536	148709444,148712074,148714273,148714701,148727199,148742069,148744299,148744730	nan	GYG1	nan	nan	0,0,0,0,0,0,0,0
5504	PPP1R2;NM_006241.7	3	-	195243683	195269858	195243683	195269858	6	195243683,195245804,195250479,195251606,195256584,195269716	195243750,195245992,195250594,195251704,195256712,195269858	nan	PPP1R2	nan	nan	0,0,0,0,0,0
378884	NHLRC1;NM_198586.2	6	-	18121639	18122847	18121639	18122847	1	18121639	18122847	nan	NHLRC1	nan	nan	0
7957	EPM2A;NM_005670.3	6	-	145948541	146056644	145948541	146056644	4	145948541,145956370,146007247,146056323	145948839,145956632,146007442,146056644	nan	EPM2A	nan	nan	0,0,0,0
5224	PGAM2;NM_000290.3	7	-	44102352	44105138	44102352	44105138	3	44102352,44104420,44104704	44102539,44104621,44105138	nan	PGAM2	nan	nan	0,0,0
5260	PHKG1;NM_006213.4	7	-	56148736	56156644	56148736	56156644	9	56148736,56149312,56149575,56149845,56150960,56151332,56154652,56155280,56156541	56149002,56149458,56149749,56149956,56151144,56151418,56154727,56155479,56156644	nan	PHKG1	nan	nan	0,0,0,0,0,0,0,0,0
51422	PRKAG2;NM_016203.3	7	-	151254276	151573715	151254276	151573715	16	151254276,151257599,151261153,151262421,151262795,151265791,151267246,151269739,151271966,151273446,151292420,151329144,151372495,151478227,151483545,151573581	151254328,151257713,151261320,151262479,151262981,151265938,151267321,151269805,151272045,151273548,151292550,151329234,151372733,151478527,151483637,151573715	nan	PRKAG2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
