#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_001791.4	1	+	22404941	22418040	22404941	22418040	5	22404941,22408184,22412901,22413131,22417890	22405106,22408317,22413071,22413389,22418040	nan	CDC42	nan	nan	0,0,0,0,0
4352	MPL;NM_005373.3	1	+	43803489	43818473	43803489	43818473	12	43803489,43803739,43804182,43804911,43805604,43806027,43812085,43812432,43814483,43814903,43817856,43818158	43803628,43803932,43804421,43805270,43805827,43806214,43812330,43812635,43814703,43815060,43818004,43818473	nan	MPL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
9939	RBM8A;NM_005105.5	1	+	145507636	145509241	145507636	145509241	6	145507636,145507985,145508176,145508444,145508885,145509135	145507763,145508105,145508314,145508641,145509082,145509241	nan	RBM8A	nan	nan	0,0,0,0,0,0
2629	GBA;NM_000157.4	1	-	155204755	155210933	155204755	155210933	11	155204755,155204955,155205441,155206005,155207101,155207894,155208277,155209376,155209646,155210390,155210846	155204921,155205132,155205665,155206290,155207399,155208127,155208471,155209583,155209898,155210538,155210933	nan	GBA	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2153	F5;NM_000130.5	1	-	169483520	169555654	169483520	169555654	25	169483520,169484651,169487619,169489727,169492404,169493008,169494044,169495108,169497122,169498815,169499993,169505713,169509501,169513503,169515649,169519008,169519847,169521764,169524389,169525853,169528360,169529761,169541428,169551638,169555436	169483727,169484894,169487831,169489932,169492620,169493172,169494176,169495285,169497362,169499086,169500290,169505948,169512382,169513776,169515860,169519283,169520007,169522002,169524615,169526135,169528564,169530034,169541611,169551790,169555654	nan	F5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321	PLA2G4A;NM_024420.3	1	+	186823456	186957670	186823456	186957670	17	186823456,186839536,186862112,186863199,186876066,186880349,186901864,186908109,186909081,186915738,186915970,186919758,186925203,186934510,186946694,186948416,186957478	186823549,186839678,186862321,186863373,186876164,186880551,186902061,186908392,186909256,186915936,186916123,186919890,186925506,186934755,186946950,186948634,186957670	nan	PLA2G4A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165	F13B;NM_001994.3	1	-	197008477	197036383	197008477	197036383	12	197008477,197009621,197019796,197021733,197024814,197026112,197026385,197029465,197029998,197030883,197031956,197036259	197008571,197009895,197020039,197021994,197025057,197026358,197026625,197029702,197030235,197031129,197032217,197036383	nan	F13B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_000081.4	1	-	235826209	235993747	235826209	235993747	51	235826209,235827253,235827734,235840360,235840749,235850218,235856619,235860352,235866016,235872360,235875326,235878470,235879981,235883930,235887297,235891345,235892865,235894116,235894301,235896772,235897099,235897752,235904691,235907248,235909605,235914479,235915274,235916313,235918747,235920550,235922241,235925989,235929348,235933429,235937111,235938182,235940332,235944134,235945196,235950469,235951970,235954968,235956772,235963589,235964140,235966177,235967773,235969012,235971724,235976240,235993495	235826408,235827385,235827951,235840518,235840949,235850377,235856816,235860602,235866307,235872638,235875527,235878687,235880108,235884235,235887510,235891461,235892987,235894273,235894507,235897021,235897236,235897989,235904958,235907487,235909857,235914692,235915501,235916604,235918977,235920788,235922929,235926181,235929607,235933627,235937321,235938416,235940638,235944385,235945417,235950703,235952175,235955455,235956942,235963716,235964427,235966394,235967995,235970102,235973864,235976391,235993747	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64240	ABCG5;NM_022436.3	2	-	44040224	44065848	44040224	44065848	13	44040224,44041585,44047023,44049905,44051021,44051327,44051997,44053490,44055091,44058877,44059055,44064942,44065645	44040478,44041758,44047269,44050104,44051287,44051601,44052187,44053690,44055284,44059036,44059252,44065124,44065848	nan	ABCG5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
64241	ABCG8;NM_022437.3	2	+	44066162	44105082	44066162	44105082	13	44066162,44071615,44073263,44078692,44079462,44079707,44099084,44099331,44100895,44101515,44102254,44104669,44104884	44066285,44071777,44073480,44078991,44079655,44080037,44099307,44099475,44101155,44101652,44102582,44104857,44105082	nan	ABCG8	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
90411	MCFD2;NM_139279.6	2	-	47132571	47136340	47132571	47136340	3	47132571,47134918,47136131	47132763,47135138,47136340	nan	MCFD2	nan	nan	0,0,0
