#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
26119	LDLRAP1;NM_015627.3	1	+	25870096	25893513	25870096	25893513	9	25870096,25880382,25881320,25883613,25889104,25889530,25890121,25891633,25893308	25870307,25880585,25881493,25883788,25889237,25889674,25890312,25891728,25893513	nan	LDLRAP1	nan	nan	0,0,0,0,0,0,0,0,0
34	ACADM;NM_000016.6	1	+	76190393	76228478	76190393	76228478	12	76190393,76194055,76198298,76198507,76199182,76200445,76205634,76211460,76215073,76216105,76226776,76228346	76190532,76194203,76198456,76198637,76199343,76200586,76205825,76211629,76215274,76216261,76227085,76228478	nan	ACADM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
2153	F5;NM_000130.5	1	-	169483520	169555719	169483520	169555719	25	169483520,169484651,169487619,169489727,169492404,169493008,169494044,169495108,169497122,169498815,169499993,169505713,169509501,169513503,169515649,169519008,169519847,169521764,169524389,169525853,169528360,169529761,169541428,169551638,169555436	169483727,169484894,169487831,169489932,169492620,169493172,169494176,169495285,169497362,169499086,169500290,169505948,169512382,169513776,169515860,169519283,169520007,169522002,169524615,169526135,169528564,169530034,169541611,169551790,169555719	nan	F5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165	F13B;NM_001994.3	1	-	197008477	197036390	197008477	197036390	12	197008477,197009621,197019796,197021733,197024814,197026112,197026385,197029465,197029998,197030883,197031956,197036259	197008571,197009895,197020039,197021994,197025057,197026358,197026625,197029702,197030235,197031129,197032217,197036390	nan	F13B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
338	APOB;NM_000384.3	2	-	21224571	21266945	21224571	21266945	29	21224571,21227110,21227402,21227921,21236001,21237289,21237914,21238211,21239280,21241833,21242564,21245672,21246366,21247774,21249629,21250669,21251168,21252480,21252739,21255195,21256140,21257657,21258425,21259941,21260799,21263779,21265202,21266354,21266705	21226236,21227354,21227577,21235553,21236435,21237495,21238162,21238447,21239551,21242015,21242807,21245944,21246594,21248026,21249866,21250967,21251440,21252687,21252917,21255483,21256420,21257803,21258610,21260157,21261013,21263985,21265378,21266453,21266945	nan	APOB	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90411	MCFD2;NM_139279.6	2	-	47132571	47142945	47132571	47142945	4	47132571,47134918,47136131,47142831	47132763,47135138,47136346,47142945	nan	MCFD2	nan	nan	0,0,0,0
2677	GGCX;NM_000821.7	2	-	85777026	85788616	85777026	85788616	15	85777026,85777647,85778017,85778572,85778904,85779508,85780031,85780324,85781235,85782576,85783274,85785532,85786009,85787907,85788478	85777279,85777903,85778225,85778763,85779134,85779720,85780223,85780650,85781459,85782743,85783413,85785758,85786228,85788138,85788616	nan	GGCX	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5624	PROC;NM_000312.4	2	+	128176002	128186552	128176002	128186552	9	128176002,128177467,128178828,128180462,128180579,128180819,128183630,128184650,128185902	128176098,128177618,128179055,128180547,128180777,128181014,128183833,128184828,128186552	nan	PROC	nan	nan	0,0,0,0,0,0,0,0,0
5627	PROS1;NM_000313.4	3	-	93593058	93692740	93593058	93692740	15	93593058,93595779,93597976,93603541,93605149,93611746,93615389,93617261,93619617,93624597,93624834,93629432,93643053,93646063,93692487	93593279,93596065,93598188,93603770,93605377,93611996,93615565,93617443,93619803,93624789,93625017,93629579,93643138,93646281,93692740	nan	PROS1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261	FGFR3;NM_000142.5	4	+	1795019	1809019	1795019	1809019	18	1795019,1795529,1800950,1801443,1803063,1803316,1803531,1805388,1806026,1806520,1807051,1807255,1807446,1807747,1807953,1808242,1808525,1808812	1795222,1795800,1801280,1801569,1803293,1803500,1803782,1805593,1806277,1806726,1807233,1807426,1807697,1807930,1808084,1808440,1808691,1809019	nan	FGFR3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
