#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_044472.3	1	+	22404941	22416555	22404941	22416555	5	22404941,22408184,22412901,22413131,22416405	22405106,22408317,22413071,22413389,22416555	nan	CDC42	nan	nan	0,0,0,0,0
1130	LYST;NM_001301365.1	1	-	235826209	235993747	235826209	235993747	51	235826209,235827253,235827734,235840360,235840749,235850218,235856619,235860352,235866016,235872360,235875326,235878470,235879981,235883930,235887297,235891345,235892865,235894116,235894301,235896772,235897099,235897752,235904691,235907248,235909605,235914479,235915274,235916313,235918747,235920550,235922241,235925989,235929348,235933429,235937111,235938182,235940332,235944134,235945196,235950469,235951970,235954968,235956772,235963589,235964140,235966177,235967773,235969012,235971724,235976240,235993495	235826408,235827385,235827951,235840518,235840949,235850377,235856816,235860602,235866307,235872638,235875527,235878687,235880108,235884235,235887510,235891461,235892987,235894273,235894507,235897021,235897236,235897989,235904958,235907487,235909857,235914692,235915501,235916604,235918977,235920788,235922929,235926181,235929607,235933627,235937321,235938416,235940638,235944385,235945417,235950703,235952175,235955455,235956942,235963716,235964427,235966394,235967995,235970102,235973864,235976391,235993747	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827	KNG1;NM_001102416.3	3	+	186435301	186460150	186435301	186460150	10	186435301,186437863,186440195,186442846,186444995,186449303,186450260,186456857,186457086,186459280	186435556,186438034,186440340,186443079,186445163,186449448,186450493,186457025,186457233,186460150	nan	KNG1	nan	nan	0,0,0,0,0,0,0,0,0,0
84062	DTNBP1;NM_183040.2	6	-	15524625	15663130	15524625	15663130	9	15524625,15533440,15593259,15615467,15627543,15637944,15651513,15652287,15663014	15524930,15533656,15593342,15615660,15627736,15638065,15651624,15652401,15663130	nan	DTNBP1	nan	nan	0,0,0,0,0,0,0,0,0
80739	MPIG6B;NM_138272.3	6	+	31691130	31692881	31691130	31692881	6	31691130,31691385,31691888,31692333,31692511,31692716	31691251,31691793,31692039,31692434,31692651,31692881	nan	MPIG6B	nan	nan	0,0,0,0,0,0
6916	TBXAS1;NM_001061.7	7	+	139529159	139719929	139529159	139719929	13	139529159,139572003,139575353,139610993,139635959,139653136,139655227,139657402,139661687,139706860,139715492,139717440,139719794	139529308,139572157,139575466,139611150,139636136,139653285,139655436,139657593,139662062,139707012,139715690,139717663,139719929	nan	TBXAS1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
10020	GNE;NM_005476.7	9	-	36217331	36249382	36217331	36249382	11	36217331,36218149,36219804,36222743,36223339,36227214,36228987,36233886,36236798,36245997,36249158	36217627,36218326,36220047,36223025,36223529,36227485,36229135,36234159,36237011,36246509,36249382	nan	GNE	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2022	ENG;NM_001114753.3	9	-	130577930	130616664	130577930	130616664	15	130577930,130578191,130579397,130580368,130580964,130581870,130582148,130586552,130587048,130587479,130587943,130588758,130591935,130605342,130616537	130578115,130578362,130579512,130580686,130581141,130581969,130582346,130586755,130587283,130587666,130588169,130588981,130592136,130605554,130616664	nan	ENG	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328	PLAU;NM_001145031.3	10	+	75671619	75676353	75671619	75676353	9	75671619,75671942,75672651,75673017,75673266,75673707,75674503,75674978,75676116	75671713,75672110,75672886,75673169,75673546,75673916,75674704,75675187,75676353	nan	PLAU	nan	nan	0,0,0,0,0,0,0,0,0
2313	FLI1;NM_001271010.1	11	+	128634654	128680913	128634654	128680913	8	128634654,128637982,128642646,128651822,128675230,128677044,128679021,128680323	128634746,128638197,128642910,128651948,128675356,128677164,128679129,128680913	nan	FLI1	nan	nan	0,0,0,0,0,0,0,0
89781	HPS4;NM_022081.6	22	-	26849168	26877758	26849168	26877758	13	26849168,26853794,26854380,26859852,26861390,26862161,26864486,26866654,26868237,26868767,26872928,26875200,26877657	26849400,26853963,26854573,26860822,26861547,26862258,26864619,26866809,26868414,26868935,26873132,26875351,26877758	nan	HPS4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
