#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
339453	TMEM240;NM_001114748.2	1	-	1470688	1475776	1470688	1475776	4	1470688,1470918,1475013,1475619	1470937,1471227,1475220,1475776	nan	TMEM240	nan	nan	0,0,0,0
5192	PEX10;NM_153818.2	1	-	2337154	2343991	2337154	2343991	6	2337154,2337872,2338108,2339840,2341759,2343779	2337323,2338108,2338444,2340347,2341940,2343991	nan	PEX10	nan	nan	0,0,0,0,0,0
57449	PLEKHG5;NM_020631.6	1	-	6527572	6537681	6527572	6537681	20	6527572,6527834,6529051,6529344,6529553,6530245,6530515,6530744,6530999,6531497,6531767,6532536,6532995,6533260,6534022,6534460,6535056,6535471,6535940,6537538	6527682,6528696,6529351,6529560,6529786,6530465,6530753,6530994,6531210,6531747,6531918,6532732,6533284,6533564,6534274,6534697,6535248,6535632,6536146,6537681	nan	PLEKHG5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11315	PARK7;NM_007262.5	1	+	8022795	8045164	8022795	8045164	6	8022795,8025333,8029354,8030903,8037661,8044903	8022985,8025535,8029514,8031073,8037848,8045164	nan	PARK7	nan	nan	0,0,0,0,0,0
5195	PEX14;NM_004565.3	1	+	10534973	10690094	10534973	10690094	9	10534973,10555280,10596219,10659244,10678338,10683025,10684346,10687278,10689537	10535109,10555428,10596404,10659473,10678524,10683228,10684544,10687470,10690094	nan	PEX14	nan	nan	0,0,0,0,0,0,0,0,0
23435	TARDBP;NM_007375.4	1	+	11073734	11082761	11073734	11082761	5	11073734,11076850,11078739,11080435,11082130	11074072,11077114,11078980,11080706,11082761	nan	TARDBP	nan	nan	0,0,0,0,0
10459	MAD2L2;NM_006341.4	1	-	11734781	11740708	11734781	11740708	8	11734781,11735088,11735664,11736052,11736854,11737549,11740359,11740568	11734923,11735281,11735838,11736247,11737055,11737721,11740578,11740708	nan	MAD2L2	nan	nan	0,0,0,0,0,0,0,0
4524	MTHFR;NM_005957.5	1	-	11850686	11863223	11850686	11863223	11	11850686,11851213,11852284,11853913,11854364,11854735,11855104,11856212,11860218,11861167,11862887	11851005,11851433,11852486,11854196,11854645,11854970,11855455,11856506,11860429,11861506,11863223	nan	MTHFR	nan	nan	0,0,0,0,0,0,0,0,0,0,0
9927	MFN2;NM_014874.4	1	+	12049175	12071672	12049175	12071672	17	12049175,12052561,12056162,12057303,12058776,12058994,12061407,12061775,12061988,12063998,12064515,12064831,12065717,12066544,12067059,12069598,12071502	12049450,12052797,12056425,12057528,12058985,12059202,12061661,12061943,12062210,12064225,12064720,12065034,12066038,12066800,12067356,12069833,12071672	nan	MFN2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55187	VPS13D;NM_015378.4	1	+	12294273	12569128	12294273	12569128	69	12294273,12302519,12304252,12304543,12309229,12313728,12316339,12316993,12317941,12320699,12320954,12321907,12326887,12327851,12328712,12331000,12333009,12335831,12339505,12342711,12348229,12351004,12353530,12359208,12364512,12368437,12371460,12371819,12374121,12378078,12379503,12381815,12382542,12383712,12387654,12389835,12393232,12395711,12398237,12401786,12402905,12405380,12406611,12408829,12409170,12413980,12415905,12416404,12418464,12422725,12423077,12428472,12429471,12433754,12438431,12439491,12442984,12445268,12446193,12460187,12461610,12463827,12475089,12476662,12516003,12520205,12557503,12566856,12568896	12294470,12302697,12304543,12304724,12309446,12313933,12316610,12317194,12318210,12320901,12321256,12322187,12327118,12328027,12328983,12331231,12333242,12338145,12339757,12343843,12348420,12351231,12353811,12359491,12364835,12368748,12371732,12372032,12374434,12378444,12379737,12382071,12382853,12383887,12387961,12390025,12393473,12395934,12398412,12401992,12403158,12405616,12406759,12409080,12409481,12414328,12416197,12416631,12418707,12422956,12423353,12428696,12429807,12433963,12438695,12439700,12443264,12445482,12446443,12460437,12461807,12464076,12475324,12476930,12516236,12520501,12557735,12567197,12569128	nan	VPS13D	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
