#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
4595	MUTYH;NM_001128425.2	1	-	45794947	45806142	45794947	45806142	16	45794947,45796157,45796823,45797061,45797302,45797664,45797807,45798032,45798215,45798404,45798559,45798738,45798926,45799054,45800032,45805860	45795139,45796259,45797036,45797258,45797551,45797788,45798012,45798190,45798389,45798536,45798661,45798872,45799026,45799305,45800213,45806142	nan	MUTYH	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072	EPCAM;NM_002354.3	2	+	47596419	47613782	47596419	47613782	9	47596419,47600571,47600916,47602342,47604122,47606061,47606877,47612274,47613680	47596750,47600739,47601217,47602468,47604246,47606223,47607138,47612379,47613782	nan	EPCAM	nan	nan	0,0,0,0,0,0,0,0,0
4436	MSH2;NM_000251.3	2	+	47630264	47710118	47630264	47710118	16	47630264,47635509,47637202,47639522,47641377,47643404,47656850,47672656,47690139,47693766,47698073,47702133,47703475,47705380,47707804,47709887	47630571,47635724,47637541,47639729,47641587,47643598,47657110,47672826,47690323,47693977,47698231,47702439,47703740,47705688,47708040,47710118	nan	MSH2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956	MSH6;NM_000179.3	2	+	48010253	48034029	48010253	48034029	10	48010253,48018035,48023002,48025719,48030528,48032018,48032726,48033312,48033560,48033887	48010662,48018292,48023232,48028324,48030854,48032196,48032876,48033527,48033820,48034029	nan	MSH6	nan	nan	0,0,0,0,0,0,0,0,0,0
4292	MLH1;NM_000249.4	3	+	37034978	37092174	37034978	37092174	19	37034978,37038079,37042415,37045861,37048451,37050274,37053280,37053471,37055892,37058966,37061770,37067097,37070244,37081646,37083728,37088979,37089977,37090364,37091946	37035184,37038230,37042574,37045995,37048584,37050426,37053383,37053620,37056065,37059120,37061984,37067528,37070453,37081815,37083852,37089204,37090130,37090538,37092174	nan	MLH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4437	MSH3;NM_002439.5	5	+	79950440	80171711	79950440	80171711	24	79950440,79952199,79960931,79965885,79968032,79968529,79970771,79974715,80021241,80024639,80037252,80040294,80057334,80063721,80064623,80071482,80074508,80083353,80088521,80109372,80149918,80160601,80168904,80171539	79950813,79952380,79961212,79966158,79968209,79968707,79970977,79974942,80021414,80024814,80037397,80040464,80057527,80063969,80064852,80071607,80074685,80083521,80088693,80109590,80150165,80160791,80169136,80171711	nan	MSH3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324	APC;NM_000038.6	5	+	112073551	112179853	112073551	112179853	16	112073551,112090539,112101992,112102855,112111295,112116456,112128112,112136945,112151161,112154632,112157562,112162774,112163595,112164522,112170617,112173219	112073652,112090752,112102137,112103117,112111464,112116630,112128256,112137110,112151320,112155071,112157718,112162974,112163733,112164699,112170892,112179853	nan	APC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395	PMS2;NM_000535.7	7	-	6012999	6048710	6012999	6048710	15	6012999,6017188,6018196,6022424,6026359,6029400,6031573,6035134,6036926,6038708,6042053,6043290,6043572,6045492,6048597	6013203,6017418,6018357,6022652,6027281,6029616,6031718,6035294,6037084,6038936,6042297,6043453,6043719,6045692,6048710	nan	PMS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683	NBN;NM_002485.5	8	-	90947779	90996925	90947779	90996925	16	90947779,90949223,90955450,90958337,90960021,90965441,90967480,90970922,90976607,90982561,90983370,90990417,90992931,90993572,90994919,90996722	90947870,90949333,90955624,90958553,90960150,90965949,90967813,90971112,90976765,90982815,90983548,90990581,90993151,90993781,90995113,90996925	nan	NBN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657	BMPR1A;NM_004329.3	10	+	88516345	88683506	88516345	88683506	13	88516345,88598591,88635593,88649788,88651853,88659520,88659753,88671966,88676860,88678898,88681246,88683102,88683320	88516706,88598766,88635872,88650011,88652016,88659677,88659913,88672171,88677113,88679256,88681482,88683293,88683506	nan	BMPR1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
5728	PTEN;NM_000314.8	10	+	89623351	89725259	89623351	89725259	9	89623351,89653751,89685239,89690772,89692739,89711844,89717579,89720620,89725013	89624335,89653896,89685344,89690876,89693038,89712046,89717806,89720905,89725259	nan	PTEN	nan	nan	0,0,0,0,0,0,0,0,0
472	ATM;NM_000051.4	11	+	108093763	108236265	108093763	108236265	63	108093763,108098291,108098472,108099874,108106366,108114649,108115484,108117660,108119629,108121397,108122533,108123513,108124510,108126911,108128177,108129682,108137867,108139106,108141760,108141947,108143228,108143418,108150187,108151691,108153406,108154923,108158296,108159673,108160298,108163315,108164009,108165623,108167983,108170410,108172344,108173549,108175371,108178593,108180856,108183107,108186519,108186707,108188069,108190650,108191997,108196006,108196754,108198341,108199717,108200910,108202140,108202575,108203458,108204582,108205665,108206541,108213918,108216439,108217975,108224462,108225507,108235778,108236021	108093943,108098453,108098645,108100080,108106591,108114875,108115783,108117884,108119859,108121829,108122788,108123669,108124796,108127097,108128363,108129832,108138099,108139366,108141903,108142163,108143364,108143609,108150365,108151925,108153636,108155230,108158472,108159860,108160558,108163550,108164234,108165816,108168139,108170642,108172546,108173786,108175609,108178741,108181072,108183255,108186668,108186870,108188278,108190815,108192177,108196301,108196982,108198515,108199995,108201178,108202314,108202794,108203657,108204725,108205866,108206718,108214128,108216665,108218122,108224637,108225631,108235975,108236265	nan	ATM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426	POLE;NM_006231.4	12	-	133201252	133263958	133201252	133263958	49	133201252,133201460,133202200,133202672,133208870,133209219,133210741,133212447,133214569,133215680,133218202,133218732,133219061,133219375,133219779,133219962,133220392,133225484,133225861,133226232,133233691,133233904,133234423,133235850,133237524,133238082,133240559,133240925,133241857,133244058,133244911,133245190,133245366,133248770,133249182,133249719,133250130,133251953,133252290,133252649,133253101,133253918,133254133,133256052,133256509,133256733,133257162,133257693,133263809	133201426,133201610,133202386,133202933,133209124,133209411,133210994,133212640,133214755,133215914,133218467,133219013,133219345,133219612,133219946,133220176,133220593,133225688,133226131,133226505,133233874,133234045,133234586,133236125,133237780,133238300,133240764,133241078,133242066,133244264,133245118,133245353,133245555,133248938,133249455,133249893,133250323,133252133,133252436,133252820,133253269,133254059,133254335,133256267,133256662,133256838,133257303,133257895,133263958	nan	POLE	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
