#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
2153	F5;NM_000130.5	1	-	169483520	169555654	169483520	169555654	25	169483520,169484651,169487619,169489727,169492404,169493008,169494044,169495108,169497122,169498815,169499993,169505713,169509501,169513503,169515649,169519008,169519847,169521764,169524389,169525853,169528360,169529761,169541428,169551638,169555436	169483727,169484894,169487831,169489932,169492620,169493172,169494176,169495285,169497362,169499086,169500290,169505948,169512382,169513776,169515860,169519283,169520007,169522002,169524615,169526135,169528564,169530034,169541611,169551790,169555654	nan	F5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462	SERPINC1;NM_000488.4	1	-	173872996	173886427	173872996	173886427	7	173872996,173876557,173878659,173879861,173880906,173883660,173886326	173873233,173876682,173879110,173880059,173881182,173884087,173886427	nan	SERPINC1	nan	nan	0,0,0,0,0,0,0
5624	PROC;NM_000312.4	2	+	128177488	128186552	128177488	128186552	8	128177488,128178828,128180462,128180579,128180819,128183630,128184650,128185902	128177618,128179055,128180547,128180777,128181014,128183833,128184828,128186552	nan	PROC	nan	nan	0,0,0,0,0,0,0,0
5627	PROS1;NM_000313.4	3	-	93593058	93692623	93593058	93692623	15	93593058,93595779,93597976,93603541,93605149,93611746,93615389,93617261,93619617,93624597,93624834,93629432,93643053,93646063,93692487	93593279,93596065,93598188,93603770,93605377,93611996,93615565,93617443,93619803,93624789,93625017,93629579,93643138,93646281,93692623	nan	PROS1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273	HRG;NM_000412.5	3	+	186383790	186395702	186383790	186395702	7	186383790,186386693,186387696,186389381,186390545,186392847,186394805	186384033,186386870,186387847,186389608,186390686,186393009,186395702	nan	HRG	nan	nan	0,0,0,0,0,0,0
2244	FGB;NM_005141.5	4	+	155484140	155491832	155484140	155491832	8	155484140,155486929,155487610,155488714,155489502,155490303,155490635,155491540	155484314,155487181,155487854,155489002,155489676,155490489,155490981,155491832	nan	FGB	nan	nan	0,0,0,0,0,0,0,0
2243	FGA;NM_000508.5	4	-	155505245	155511869	155505245	155511869	6	155505245,155506659,155508633,155509914,155510558,155511755	155506015,155508100,155508839,155510158,155510744,155511869	nan	FGA	nan	nan	0,0,0,0,0,0
2266	FGG;NM_000509.5	4	-	155525461	155533791	155525461	155533791	10	155525461,155526018,155527826,155529587,155530751,155531188,155532926,155533139,155533512,155533653	155525536,155526248,155528164,155529832,155530945,155531379,155533080,155533383,155533617,155533791	nan	FGG	nan	nan	0,0,0,0,0,0,0,0,0,0
5340	PLG;NM_000301.5	6	+	161123306	161174123	161123306	161174123	19	161123306,161127408,161128701,161132078,161133987,161135795,161137646,161139295,161139694,161143409,161152052,161152746,161154996,161157888,161159539,161160069,161162312,161173116,161173901	161123415,161127604,161128868,161132253,161134187,161135976,161137825,161139518,161139900,161143629,161152294,161152955,161155150,161158069,161159674,161160270,161162479,161173322,161174123	nan	PLG	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054	SERPINE1;NM_000602.5	7	+	100771644	100780753	100771644	100780753	8	100771644,100773671,100775125,100776945,100778744,100778965,100780251,100780655	100771975,100773965,100775380,100777204,100778905,100779112,100780395,100780753	nan	SERPINE1	nan	nan	0,0,0,0,0,0,0,0
11093	ADAMTS13;NM_139025.5	9	+	136287533	136324332	136287533	136324332	29	136287533,136288190,136289410,136290618,136291027,136291288,136293723,136295028,136297678,136298467,136298730,136301918,136302838,136303335,136304456,136305434,136307489,136307704,136308466,136309953,136310789,136313689,136314873,136319506,136320376,136321160,136321634,136323001,136324065	136287698,136288317,136289628,136290762,136291212,136291495,136293921,136295251,136297843,136298679,136298854,136302105,136303047,136303516,136304597,136305676,136307685,136307894,136308712,136310203,136310970,136313879,136315116,136319771,136320755,136321367,136321871,136323246,136324332	nan	ADAMTS13	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147	F2;NM_000506.5	11	+	46740755	46760988	46740755	46760988	14	46740755,46741221,46742042,46742309,46744699,46744901,46747378,46748017,46748230,46749515,46750183,46750899,46760567,46760784	46740894,46741442,46742127,46742420,46744865,46745098,46747753,46748206,46748417,46749743,46750417,46751141,46760698,46760988	nan	F2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
7056	THBD;NM_000361.3	20	-	23028383	23030171	23028383	23030171	1	23028383	23030171	nan	THBD	nan	nan	0
3053	SERPIND1;NM_000185.4	22	+	21133570	21141384	21133570	21141384	4	21133570,21138229,21140261,21141132	21134519,21138563,21140466,21141384	nan	SERPIND1	nan	nan	0,0,0,0
5277	PIGA;NM_002641.4	X	-	15339597	15350082	15339597	15350082	5	15339597,15342756,15343111,15344005,15349307	15339924,15343023,15343304,15344198,15350082	nan	PIGA	nan	nan	0,0,0,0,0
