#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
23095	KIF1B;NM_015074.3	1	+	10292336	10436695	10292336	10436695	46	10292336,10316254,10318500,10321912,10327387,10328159,10331509,10332248,10335435,10336328,10337993,10342407,10351089,10352054,10355093,10355667,10356589,10356904,10357181,10380050,10381716,10383891,10384765,10386118,10394527,10396664,10397081,10397378,10399776,10402057,10403239,10405852,10407768,10408656,10412638,10420936,10421699,10423290,10425107,10425416,10428474,10431148,10434323,10434861,10435262,10436552	10292542,10316431,10318780,10322078,10327666,10328371,10331687,10332414,10335611,10336507,10338236,10342641,10351269,10352230,10355273,10355874,10356773,10357185,10357354,10380244,10381965,10384170,10385003,10386467,10394746,10396850,10397311,10397641,10399967,10402276,10403395,10406061,10407935,10408841,10412844,10421151,10421933,10423452,10425353,10425756,10428646,10431370,10434573,10435154,10435481,10436695	nan	KIF1B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6390	SDHB;NM_003000.2	1	-	17345325	17380564	17345325	17380564	8	17345325,17349052,17350417,17354193,17355044,17359504,17371205,17380392	17345503,17349275,17350619,17354410,17355281,17359690,17371433,17380564	nan	SDHB	nan	nan	0,0,0,0,0,0,0,0
4595	MUTYH;NM_001128425.1	1	-	45794927	45805976	45794927	45805976	16	45794927,45796137,45796803,45797041,45797282,45797644,45797787,45798012,45798195,45798384,45798539,45798718,45798906,45799034,45800012,45805840	45795159,45796279,45797056,45797278,45797571,45797808,45798032,45798210,45798409,45798556,45798681,45798892,45799046,45799325,45800233,45805976	nan	MUTYH	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391	SDHC;NM_003001.3	1	+	161284145	161332273	161284145	161332273	6	161284145,161293353,161298135,161310333,161326416,161332068	161284265,161293510,161298337,161310495,161326680,161332273	nan	SDHC	nan	nan	0,0,0,0,0,0
2271	FH;NM_000143.3	1	-	241661077	241683072	241661077	241683072	10	241661077,241663686,241665692,241667291,241669252,241671852,241675216,241676852,241680431,241682840	241661320,241663940,241665920,241667595,241669518,241672135,241675493,241677063,241680666,241683072	nan	FH	nan	nan	0,0,0,0,0,0,0,0,0,0
4072	EPCAM;NM_002354.2	2	+	47596594	47613802	47596594	47613802	9	47596594,47600551,47600896,47602322,47604102,47606041,47606857,47612254,47613660	47596770,47600759,47601237,47602488,47604266,47606243,47607158,47612399,47613802	nan	EPCAM	nan	nan	0,0,0,0,0,0,0,0,0
4436	MSH2;NM_000251.2	2	+	47630280	47710138	47630280	47710138	16	47630280,47635489,47637182,47639502,47641357,47643384,47656830,47672636,47690119,47693746,47698053,47702113,47703455,47705360,47707784,47709867	47630591,47635744,47637561,47639749,47641607,47643618,47657130,47672846,47690343,47693997,47698251,47702459,47703760,47705708,47708060,47710138	nan	MSH2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956	MSH6;NM_000179.2	2	+	48010322	48034049	48010322	48034049	10	48010322,48018015,48022982,48025699,48030508,48031998,48032706,48033292,48033540,48033867	48010682,48018312,48023252,48028344,48030874,48032216,48032896,48033547,48033840,48034049	nan	MSH6	nan	nan	0,0,0,0,0,0,0,0,0,0
55654	TMEM127;NM_017849.3	2	-	96919495	96931169	96919495	96931169	3	96919495,96920520,96930825	96919903,96920785,96931169	nan	TMEM127	nan	nan	0,0,0
7428	VHL;NM_000551.3	3	+	10183481	10191699	10183481	10191699	3	10183481,10188147,10191420	10183921,10188370,10191699	nan	VHL	nan	nan	0,0,0
4292	MLH1;NM_000249.3	3	+	37034988	37092194	37034988	37092194	19	37034988,37038059,37042395,37045841,37048431,37050254,37053260,37053451,37055872,37058946,37061750,37067077,37070224,37081626,37083708,37088959,37089957,37090344,37091926	37035204,37038250,37042594,37046015,37048604,37050446,37053403,37053640,37056085,37059140,37062004,37067548,37070473,37081835,37083872,37089224,37090150,37090558,37092194	nan	MLH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
