#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
4914	NTRK1;NM_002529.3	1	+	156830716	156851444	156830716	156851444	17	156830716,156834135,156834509,156836691,156837885,156838286,156841404,156843414,156844164,156844352,156844687,156845301,156845861,156846181,156848903,156849780,156851238	156830948,156834230,156834601,156836780,156838051,156838449,156841557,156843761,156844202,156844428,156844810,156845468,156846012,156846374,156849164,156849959,156851444	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391	SDHC;NM_003001.5	1	+	161284185	161332233	161284185	161332233	6	161284185,161293393,161298175,161310373,161326456,161332108	161284225,161293470,161298297,161310455,161326640,161332233	nan	SDHC	nan	nan	0,0,0,0,0,0
2956	MSH6;NM_001281494.1	2	+	48026018	48034009	48026018	48034009	7	48026018,48030548,48032038,48032746,48033332,48033580,48033907	48028304,48030834,48032176,48032856,48033507,48033800,48034009	nan	MSH6	nan	nan	0,0,0,0,0,0,0
3417	IDH1;NM_001282387.1	2	-	209101792	209116285	209101792	209116285	8	209101792,209103784,209104576,209106707,209108140,209110032,209113082,209116143	209101903,209103967,209104737,209106879,209108338,209110158,209113394,209116285	nan	IDH1	nan	nan	0,0,0,0,0,0,0,0
2066	ERBB4;NM_005235.3	2	-	212248329	213403264	212248329	213403264	28	212248329,212251567,212252659,212285155,212286721,212288869,212293122,212295659,212426617,212483891,212488636,212495176,212522468,212530037,212537878,212543766,212566681,212568818,212570032,212576764,212578249,212587107,212589790,212615353,212652739,212812144,212989466,213403162	212248795,212251885,212252727,212285346,212286839,212289036,212293218,212295835,212426823,212484010,212488779,212495329,212522563,212530212,212537992,212543919,212566901,212568929,212570126,212576911,212578383,212587269,212589929,212615439,212652894,212812351,212989638,213403264	nan	ERBB4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428	VHL;NM_198156.3	3	+	10183521	10191659	10183521	10191659	2	10183521,10191460	10183881,10191659	nan	VHL	nan	nan	0,0
1499	CTNNB1;NM_001098210.2	3	+	41265549	41280843	41265549	41280843	14	41265549,41266006,41266434,41266814,41267140,41268688,41274821,41275009,41275619,41277204,41277829,41278068,41279496,41280614	41265582,41266254,41266708,41267073,41267362,41268853,41274945,41275368,41275798,41277344,41278000,41278210,41279577,41280843	nan	CTNNB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261	FGFR3;NM_001163213.1	4	+	1795651	1808999	1795651	1808999	17	1795651,1800970,1801463,1803083,1803336,1803551,1804630,1806046,1806540,1807071,1807275,1807466,1807767,1807973,1808262,1808545,1808832	1795780,1801260,1801549,1803273,1803480,1803762,1804801,1806257,1806706,1807213,1807406,1807677,1807910,1808064,1808420,1808671,1808999	nan	FGFR3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55294	FBXW7;NM_018315.5	4	-	153244022	153273892	153244022	153273892	11	153244022,153245325,153247147,153249349,153250813,153251873,153253737,153258943,153268071,153271183,153273611	153244311,153245556,153247393,153249551,153250947,153252030,153253881,153259098,153268233,153271286,153273892	nan	FBXW7	nan	nan	0,0,0,0,0,0,0,0,0,0,0
6389	SDHA;NM_004168.4	5	+	218460	256545	218460	256545	15	218460,223586,224464,225523,225987,228289,230980,233581,235248,236532,240462,251096,251442,254497,256438	218543,223693,224646,225687,226172,228458,231125,233770,235464,236724,240601,251228,251593,254631,256545	nan	SDHA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324	APC;NM_001127510.3	5	+	112090577	112179833	112090577	112179833	15	112090577,112102012,112102875,112111315,112116476,112128132,112136965,112151181,112154652,112157582,112162794,112163615,112164542,112170637,112173239	112090732,112102117,112103097,112111444,112116610,112128236,112137090,112151300,112155051,112157698,112162954,112163713,112164679,112170872,112179833	nan	APC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260	FGFR1;NM_001174067.1	8	-	38271135	38318634	38271135	38318634	18	38271135,38271425,38271659,38272066,38272286,38273377,38274813,38275377,38275735,38277040,38279304,38282016,38283629,38285428,38285859,38287189,38314863,38318603	38271332,38271551,38271817,38272157,38272429,38273588,38274944,38275519,38275901,38277263,38279469,38282227,38283773,38285621,38285963,38287476,38315062,38318634	nan	FGFR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921	ELOC;NM_005648.4	8	-	74858854	74872013	74858854	74872013	3	74858854,74868135,74871989	74859065,74868299,74872013	nan	ELOC	nan	nan	0,0,0
1029	CDKN2A;NM_001195132.2	9	-	21968713	21974836	21968713	21974836	3	21968713,21970890,21974666	21968780,21971217,21974836	nan	CDKN2A	nan	nan	0,0,0
4915	NTRK2;NM_001007097.3	9	+	87285653	87425504	87285653	87425504	12	87285653,87317063,87317252,87322748,87325541,87338477,87339128,87342558,87356796,87359877,87366890,87425446	87285885,87317158,87317344,87322837,87325716,87338634,87339281,87342884,87356852,87359998,87367010,87425504	nan	NTRK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
