#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
23435	TARDBP;NM_007375.3	1	+	11073734	11082761	11073734	11082761	5	11073734,11076850,11078739,11080435,11082130	11074072,11077114,11078980,11080706,11082761	nan	TARDBP	nan	nan	0,0,0,0,0
2582	GALE;NM_000403.3	1	-	24122388	24125547	24122388	24125547	10	24122388,24122590,24122948,24123136,24123315,24123473,24124134,24124556,24125054,24125326	24122547,24122805,24123126,24123322,24123482,24123687,24124411,24124770,24125270,24125547	nan	GALE	nan	nan	0,0,0,0,0,0,0,0,0,0
3030	HADHA;NM_000182.4	2	-	26414068	26467514	26414068	26467514	20	26414068,26414301,26415128,26416395,26417388,26417910,26420509,26423967,26426880,26432598,26435388,26437261,26437871,26453009,26454977,26457034,26459672,26461751,26461919,26467347	26414314,26414547,26415343,26416691,26417557,26418151,26420696,26424239,26427115,26432808,26435545,26437480,26438094,26453212,26455197,26457273,26459906,26461922,26462061,26467514	nan	HADHA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777	KCNK3;NM_002246.2	2	+	26915693	26951486	26915693	26951486	2	26915693,26950484	26916076,26951486	nan	KCNK3	nan	nan	0,0
6683	SPAST;NM_014946.3	2	+	32288850	32379615	32288850	32379615	17	32288850,32312510,32314540,32323814,32339656,32340720,32341137,32351966,32353426,32361581,32361895,32362127,32366922,32368354,32369955,32372236,32379392	32289365,32312697,32314724,32324010,32339944,32340954,32341331,32352141,32353598,32361757,32362087,32362307,32367065,32368534,32370126,32372377,32379615	nan	SPAST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639	DCTN1;NM_004082.4	2	-	74588575	74607214	74588575	74607214	32	74588575,74589128,74589726,74590070,74590370,74590690,74592151,74592591,74592969,74593320,74593535,74593859,74594121,74594428,74594772,74595047,74595804,74596174,74596376,74597041,74597262,74597542,74597697,74598055,74598613,74600004,74601399,74603818,74604508,74604724,74605076,74607081	74588813,74589318,74589906,74590354,74590604,74590805,74592418,74592834,74593195,74593552,74593797,74594109,74594284,74594597,74595041,74595308,74596057,74596391,74596668,74597246,74597522,74597721,74598002,74598353,74598905,74600125,74601517,74603939,74604643,74604903,74605422,74607214	nan	DCTN1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65055	REEP1;NM_022912.2	2	-	86444172	86564683	86444172	86564683	7	86444172,86459697,86479029,86481766,86491037,86509242,86564551	86444283,86459975,86479243,86481987,86491214,86509415,86564683	nan	REEP1	nan	nan	0,0,0,0,0,0,0
3329	HSPD1;NM_002156.4	2	-	198351719	198363622	198351719	198363622	11	198351719,198352531,198352990,198353675,198354870,198357997,198358830,198359330,198359967,198361813,198363348	198351972,198352810,198353265,198354021,198355070,198358266,198359024,198359526,198360150,198362166,198363622	nan	HSPD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
57679	ALS2;NM_020919.3	2	-	202566523	202633658	202566523	202633658	33	202566523,202568794,202569126,202569811,202570088,202571518,202572541,202574553,202575663,202580344,202582749,202587715,202588002,202588967,202590028,202591156,202591336,202591884,202592377,202593184,202593724,202597948,202603342,202606346,202608930,202611238,202614384,202617818,202619175,202622074,202625553,202631901,202633538	202566662,202568991,202569376,202569973,202570234,202571795,202572764,202574811,202575881,202580612,202582983,202587893,202588214,202589232,202590227,202591322,202591639,202592051,202592548,202593413,202593956,202598211,202603508,202606627,202609202,202611521,202614562,202618015,202619444,202622532,202626591,202632156,202633658	nan	ALS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659	BMPR2;NM_001204.6	2	+	203242147	203424719	203242147	203424719	13	203242147,203329481,203332191,203378391,203379560,203383494,203384759,203395466,203397257,203406983,203417388,203419924,203424368	203242323,203329752,203332462,203378602,203379752,203383825,203384974,203395727,203397505,203407220,203417661,203421304,203424719	nan	BMPR2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
