#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
339453	TMEM240;NM_001114748.2	1	-	1470708	1475756	1470708	1475756	4	1470708,1470938,1475033,1475639	1470917,1471207,1475200,1475756	nan	TMEM240	nan	nan	0,0,0,0
11315	PARK7;NM_007262.5	1	+	8022815	8045144	8022815	8045144	6	8022815,8025353,8029374,8030923,8037681,8044923	8022965,8025515,8029494,8031053,8037828,8045144	nan	PARK7	nan	nan	0,0,0,0,0,0
23435	TARDBP;NM_007375.4	1	+	11073754	11082741	11073754	11082741	5	11073754,11076870,11078759,11080455,11082150	11074052,11077094,11078960,11080686,11082741	nan	TARDBP	nan	nan	0,0,0,0,0
23400	ATP13A2;NM_022089.4	1	-	17312685	17338263	17312685	17338263	29	17312685,17312927,17313269,17313510,17314602,17314786,17316155,17316351,17316591,17318198,17318473,17318707,17318950,17320093,17322440,17322718,17322850,17323484,17326475,17326710,17326864,17328498,17328760,17330796,17331156,17331478,17331838,17332148,17338193	17312883,17313157,17313481,17313794,17314759,17314999,17316295,17316528,17316812,17318383,17318654,17318927,17319106,17320360,17322689,17322825,17323021,17323700,17326667,17326837,17327059,17328628,17328898,17330936,17331346,17331597,17332081,17332303,17338263	nan	ATP13A2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65018	PINK1;NM_032409.3	1	+	20960011	20977214	20960011	20977214	8	20960011,20964304,20966354,20970952,20972022,20974967,20975457,20976896	20960458,20964652,20966515,20971195,20972246,20975155,20975754,20977214	nan	PINK1	nan	nan	0,0,0,0,0,0,0,0
8891	EIF2B3;NM_020365.5	1	-	45316592	45446870	45316592	45446870	11	45316592,45323345,45340319,45341259,45345459,45347253,45362996,45392269,45407147,45443956,45446662	45316705,45323509,45340528,45341397,45345710,45347441,45363146,45392441,45407367,45444162,45446870	nan	EIF2B3	nan	nan	0,0,0,0,0,0,0,0,0,0,0
9829	DNAJC6;NM_001256864.2	1	+	65775398	65878738	65775398	65878738	19	65775398,65830287,65831537,65831700,65845054,65849845,65851364,65852464,65853988,65854908,65855199,65858083,65860550,65864465,65867413,65871522,65874293,65876902,65878576	65775651,65830498,65831647,65831909,65845237,65850039,65851619,65852642,65854128,65855162,65855340,65858578,65860745,65864594,65867593,65871846,65874496,65877139,65878738	nan	DNAJC6	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752	KCND3;NM_004980.5	1	-	112318668	112525378	112318668	112525378	7	112318668,112319617,112321027,112322816,112323281,112329535,112524212	112318930,112319925,112321144,112322966,112323443,112329758,112525378	nan	KCND3	nan	nan	0,0,0,0,0,0,0
55157	DARS2;NM_018122.5	1	+	173794337	173826873	173794337	173826873	17	173794337,173795794,173797440,173799767,173800642,173802483,173803580,173806047,173807297,173808474,173809973,173814336,173819434,173822456,173822902,173825773,173826625	173794524,173795954,173797567,173799929,173800798,173802667,173803687,173806214,173807427,173808714,173810141,173814459,173819647,173822735,173823073,173825909,173826873	nan	DARS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213	XPR1;NM_004736.4	1	+	180601307	180853232	180601307	180853232	15	180601307,180651465,180756858,180772493,180775167,180775579,180780512,180793858,180794270,180803979,180805627,180832813,180842908,180849181,180853111	180601436,180651577,180757020,180772777,180775377,180775723,180780654,180794109,180794510,180804211,180805882,180833040,180843108,180849463,180853232	nan	XPR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664	PSEN2;NM_000447.3	1	+	227069578	227083310	227069578	227083310	10	227069578,227071375,227073208,227075761,227076499,227077705,227078948,227079413,227081677,227083094	227069779,227071650,227073410,227075889,227076780,227077864,227079092,227079575,227081856,227083310	nan	PSEN2	nan	nan	0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_001301365.1	1	-	235826209	235993747	235826209	235993747	51	235826209,235827253,235827734,235840360,235840749,235850218,235856619,235860352,235866016,235872360,235875326,235878470,235879981,235883930,235887297,235891345,235892865,235894116,235894301,235896772,235897099,235897752,235904691,235907248,235909605,235914479,235915274,235916313,235918747,235920550,235922241,235925989,235929348,235933429,235937111,235938182,235940332,235944134,235945196,235950469,235951970,235954968,235956772,235963589,235964140,235966177,235967773,235969012,235971724,235976240,235993495	235826408,235827385,235827951,235840518,235840949,235850377,235856816,235860602,235866307,235872638,235875527,235878687,235880108,235884235,235887510,235891461,235892987,235894273,235894507,235897021,235897236,235897989,235904958,235907487,235909857,235914692,235915501,235916604,235918977,235920788,235922929,235926181,235929607,235933627,235937321,235938416,235940638,235944385,235945417,235950703,235952175,235955455,235956942,235963716,235964427,235966394,235967995,235970102,235973864,235976391,235993747	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8890	EIF2B4;NM_001034116.2	2	-	27587236	27593211	27587236	27593211	13	27587236,27587554,27589595,27589910,27590293,27590582,27590861,27591208,27591490,27591842,27592250,27592712,27593120	27587496,27587795,27589833,27590098,27590456,27590719,27591036,27591360,27591630,27592109,27592446,27592816,27593211	nan	EIF2B4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
6683	SPAST;NM_014946.4	2	+	32288870	32379595	32288870	32379595	17	32288870,32312530,32314560,32323834,32339676,32340740,32341157,32351986,32353446,32361601,32361915,32362147,32366942,32368374,32369975,32372256,32379412	32289345,32312677,32314704,32323990,32339924,32340934,32341311,32352121,32353578,32361737,32362067,32362287,32367045,32368514,32370106,32372357,32379595	nan	SPAST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639	DCTN1;NM_004082.5	2	-	74588595	74607194	74588595	74607194	32	74588595,74589148,74589746,74590090,74590390,74590710,74592171,74592611,74592989,74593340,74593555,74593879,74594141,74594448,74594792,74595067,74595824,74596194,74596396,74597061,74597282,74597562,74597717,74598075,74598633,74600024,74601419,74603838,74604528,74604744,74605096,74607101	74588793,74589298,74589886,74590334,74590584,74590785,74592398,74592814,74593175,74593532,74593777,74594089,74594264,74594577,74595021,74595288,74596037,74596371,74596648,74597226,74597502,74597701,74597982,74598333,74598885,74600105,74601497,74603919,74604623,74604883,74605402,74607194	nan	DCTN1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57679	ALS2;NM_020919.4	2	-	202566543	202633638	202566543	202633638	33	202566543,202568814,202569146,202569831,202570108,202571538,202572561,202574573,202575683,202580364,202582769,202587735,202588022,202588987,202590048,202591176,202591356,202591904,202592397,202593204,202593744,202597968,202603362,202606366,202608950,202611258,202614404,202617838,202619195,202622094,202625573,202631921,202633558	202566642,202568971,202569356,202569953,202570214,202571775,202572744,202574791,202575861,202580592,202582963,202587873,202588194,202589212,202590207,202591302,202591619,202592031,202592528,202593393,202593936,202598191,202603488,202606607,202609182,202611501,202614542,202617995,202619424,202622512,202626571,202632136,202633638	nan	ALS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593	CYP27A1;NM_000784.4	2	+	219646875	219679783	219646875	219679783	9	219646875,219674269,219676914,219677244,219677616,219678713,219679072,219679237,219679603	219647190,219674520,219677174,219677502,219677849,219678940,219679211,219679510,219679783	nan	CYP27A1	nan	nan	0,0,0,0,0,0,0,0,0
