#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
5192	PEX10;NM_153818.2	1	-	2337174	2343971	2337174	2343971	6	2337174,2337892,2338128,2339860,2341779,2343799	2337303,2338088,2338424,2340327,2341920,2343971	nan	PEX10	nan	nan	0,0,0,0,0,0
5195	PEX14;NM_004565.3	1	+	10534993	10690074	10534993	10690074	9	10534993,10555300,10596239,10659264,10678358,10683045,10684366,10687298,10689557	10535089,10555408,10596384,10659453,10678504,10683208,10684524,10687450,10690074	nan	PEX14	nan	nan	0,0,0,0,0,0,0,0,0
4524	MTHFR;NM_005957.5	1	-	11850706	11863203	11850706	11863203	11	11850706,11851233,11852304,11853933,11854384,11854755,11855124,11856232,11860238,11861187,11862907	11850985,11851413,11852466,11854176,11854625,11854950,11855435,11856486,11860409,11861486,11863203	nan	MTHFR	nan	nan	0,0,0,0,0,0,0,0,0,0,0
3155	HMGCL;NM_000191.3	1	-	24128922	24151935	24128922	24151935	9	24128922,24130859,24134594,24137195,24140649,24143134,24143935,24146969,24151815	24129084,24131045,24134843,24137319,24140858,24143290,24144103,24147113,24151935	nan	HMGCL	nan	nan	0,0,0,0,0,0,0,0,0
8891	EIF2B3;NM_020365.5	1	-	45316592	45446870	45316592	45446870	11	45316592,45323345,45340319,45341259,45345459,45347253,45362996,45392269,45407147,45443956,45446662	45316705,45323509,45340528,45341397,45345710,45347441,45363146,45392441,45407367,45444162,45446870	nan	EIF2B3	nan	nan	0,0,0,0,0,0,0,0,0,0,0
8799	PEX11B;NM_003846.3	1	+	145516370	145522949	145516370	145522949	4	145516370,145517242,145518040,145522483	145516486,145517418,145518302,145522949	nan	PEX11B	nan	nan	0,0,0,0
103	ADAR;NM_001111.5	1	-	154557251	154580512	154557251	154580512	15	154557251,154557662,154558198,154558626,154560570,154560996,154561814,154562202,154562629,154569250,154569568,154570273,154570847,154573486,154580437	154557549,154557850,154558371,154558869,154560764,154561179,154561968,154562434,154562915,154569501,154569773,154570482,154571091,154575132,154580512	nan	ADAR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5824	PEX19;NM_002857.4	1	-	160249310	160254944	160249310	160254944	8	160249310,160249560,160249829,160251798,160252176,160252703,160253289,160254814	160249454,160249665,160250066,160252020,160252322,160252929,160253459,160254944	nan	PEX19	nan	nan	0,0,0,0,0,0,0,0
55157	DARS2;NM_018122.5	1	+	173794337	173826873	173794337	173826873	17	173794337,173795794,173797440,173799767,173800642,173802483,173803580,173806047,173807297,173808474,173809973,173814336,173819434,173822456,173822902,173825773,173826625	173794524,173795954,173797567,173799929,173800798,173802667,173803687,173806214,173807427,173808714,173810141,173814459,173819647,173822735,173823073,173825909,173826873	nan	DARS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57165	GJC2;NM_020435.4	1	+	228345429	228346809	228345429	228346809	1	228345429	228346809	nan	GJC2	nan	nan	0
8890	EIF2B4;NM_001034116.2	2	-	27587236	27593211	27587236	27593211	13	27587236,27587554,27589595,27589910,27590293,27590582,27590861,27591208,27591490,27591842,27592250,27592712,27593120	27587496,27587795,27589833,27590098,27590456,27590719,27591036,27591360,27591630,27592109,27592446,27592816,27593211	nan	EIF2B4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
5194	PEX13;NM_002618.4	2	+	61244864	61275935	61244864	61275935	4	61244864,61258523,61272830,61275576	61245016,61259278,61273016,61275935	nan	PEX13	nan	nan	0,0,0,0
1593	CYP27A1;NM_000784.4	2	+	219646875	219679783	219646875	219679783	9	219646875,219674269,219676914,219677244,219677616,219678713,219679072,219679237,219679603	219647190,219674520,219677174,219677502,219677849,219678940,219679211,219679510,219679783	nan	CYP27A1	nan	nan	0,0,0,0,0,0,0,0,0
2720	GLB1;NM_000404.4	3	-	33038506	33138607	33038506	33138607	16	33038506,33055517,33058170,33059909,33063027,33065712,33087581,33093219,33093344,33094952,33099550,33106924,33109691,33110281,33114005,33138472	33038866,33055832,33058362,33060083,33063177,33065847,33087754,33093320,33093526,33095071,33099791,33107079,33109812,33110492,33114235,33138607	nan	GLB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11277	TREX1;NM_033629.6	3	+	48508024	48509029	48508024	48509029	1	48508024	48509029	nan	TREX1	nan	nan	0
2632	GBE1;NM_000158.4	3	-	81539527	81810698	81539527	81810698	16	81539527,81548230,81584313,81586031,81627045,81630285,81635212,81640157,81643028,81691901,81695512,81697976,81698916,81719958,81754564,81810495	81539644,81548406,81584506,81586276,81627277,81630456,81635371,81640345,81643204,81692171,81695663,81698172,81699102,81720134,81754794,81810698	nan	GBE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8893	EIF2B5;NM_003907.3	3	+	183853143	183862761	183853143	183862761	16	183853143,183854369,183855377,183855655,183855923,183857837,183858175,183859682,183859994,183860259,183860536,183860809,183861199,183861856,183862354,183862641	183853398,183854554,183855623,183855893,183856064,183857975,183858548,183859888,183860196,183860421,183860704,183860960,183861383,183862042,183862525,183862761	nan	EIF2B5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181	CLCN2;NM_004366.6	3	-	184064363	184079297	184064363	184079297	24	184064363,184064692,184069770,184070050,184070200,184070494,184070790,184071007,184071419,184071858,184072305,184072661,184073131,184073451,184074750,184074939,184075119,184075377,184075536,184075719,184075939,184076439,184076732,184079174	184064618,184064839,184069935,184070149,184070314,184070628,184070965,184071240,184071613,184072132,184072476,184072791,184073347,184073596,184074912,184075084,184075305,184075516,184075674,184075913,184076128,184076631,184076949,184079297	nan	CLCN2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001	LMNB1;NM_005573.4	5	+	126113170	126171986	126113170	126171986	11	126113170,126140437,126141232,126145841,126147434,126154583,126156571,126158442,126161649,126168355,126171884	126113589,126140654,126141418,126146072,126147620,126154864,126156857,126158607,126161829,126168523,126171986	nan	LMNB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
1436	CSF1R;NM_005211.3	5	-	149433601	149466020	149433601	149466020	21	149433601,149433854,149434769,149435558,149435751,149436819,149437036,149439232,149440394,149441023,149441255,149447747,149449405,149449714,149449988,149452833,149456808,149457644,149459584,149460299,149465911	149433817,149434023,149434929,149435730,149435934,149436977,149437185,149439455,149440565,149441188,149441442,149447923,149449656,149449895,149450164,149453086,149457028,149457841,149459929,149460617,149466020	nan	CSF1R	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54209	TREM2;NM_018965.4	6	-	41126471	41130850	41126471	41130850	5	41126471,41126580,41127499,41128970,41130750	41126548,41126834,41127650,41129381,41130850	nan	TREM2	nan	nan	0,0,0,0,0
5190	PEX6;NM_000287.4	6	-	42932042	42946918	42932042	42946918	17	42932042,42932497,42932782,42932959,42933388,42933751,42933949,42934232,42934489,42935075,42935997,42936581,42937375,42937592,42941710,42942582,42945976	42932239,42932697,42932920,42933136,42933557,42933873,42934215,42934425,42934626,42935331,42936266,42936753,42937569,42937755,42941854,42942806,42946918	nan	PEX6	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9533	POLR1C;NM_203290.4	6	+	43484817	43489068	43484817	43489068	9	43484817,43485013,43487040,43487413,43487773,43487982,43488332,43488639,43488889	43484946,43485145,43487208,43487606,43487953,43488195,43488542,43488816,43489068	nan	POLR1C	nan	nan	0,0,0,0,0,0,0,0,0
57505	AARS2;NM_020745.4	6	-	44268253	44281090	44268253	44281090	22	44268253,44268862,44269087,44269766,44270097,44270508,44270772,44270992,44271887,44272126,44272351,44272760,44273359,44273986,44274200,44274629,44274955,44278005,44278700,44279096,44279778,44280787	44268478,44269033,44269231,44269937,44270280,44270677,44270942,44271190,44272088,44272300,44272584,44272965,44273553,44274158,44274299,44274798,44275161,44278210,44278928,44279302,44280030,44281090	nan	AARS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697	GJA1;NM_000165.5	6	+	121767963	121769172	121767963	121769172	1	121767963	121769172	nan	GJA1	nan	nan	0
5191	PEX7;NM_000288.4	6	+	137143773	137234694	137143773	137234694	10	137143773,137146321,137147426,137166722,137167180,137187734,137190997,137193305,137219249,137234565	137143963,137146439,137147637,137166860,137167349,137187901,137191171,137193421,137219409,137234694	nan	PEX7	nan	nan	0,0,0,0,0,0,0,0,0,0
8504	PEX3;NM_003630.3	6	+	143772149	143810393	143772149	143810393	12	143772149,143780191,143784022,143789228,143792067,143792489,143792663,143793266,143795892,143800182,143806258,143810249	143772282,143780383,143784164,143789332,143792252,143792616,143792778,143793495,143796023,143800365,143806415,143810393	nan	PEX3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
8635	RNASET2;NM_003730.6	6	-	167343045	167369700	167343045	167369700	9	167343045,167344501,167347548,167352352,167356476,167360139,167362027,167365945,167369554	167343309,167344636,167347654,167352526,167356607,167360257,167362143,167366066,167369700	nan	RNASET2	nan	nan	0,0,0,0,0,0,0,0,0
54476	RNF216;NM_207111.4	7	-	5662460	5800730	5662460	5800730	16	5662460,5663656,5680754,5692013,5751361,5752315,5754653,5756316,5760633,5764924,5769032,5770315,5778876,5780573,5792446,5800603	5662840,5663786,5681037,5692171,5751500,5752524,5754851,5756427,5760833,5765099,5769257,5770478,5779013,5781476,5792640,5800730	nan	RNF216	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189	PEX1;NM_000466.3	7	-	92116740	92157779	92116740	92157779	24	92116740,92118576,92118997,92120555,92122236,92123576,92123770,92125996,92128987,92130790,92131173,92132324,92134015,92135531,92136277,92138612,92140227,92140863,92143131,92146559,92147424,92148278,92151385,92157590	92116885,92118767,92119255,92120846,92122473,92123740,92123973,92126121,92129182,92131017,92131423,92132539,92134246,92135688,92136470,92138755,92140391,92141047,92143311,92147386,92147599,92148422,92151589,92157779	nan	PEX1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5828	PEX2;NM_000318.3	8	-	77895466	77896444	77895466	77896444	1	77895466	77896444	nan	PEX2	nan	nan	0
5660	PSAP;NM_002778.4	10	-	73577167	73611008	73577167	73611008	14	73577167,73578343,73578757,73579191,73579440,73579966,73581602,73585563,73587740,73588603,73590852,73591572,73594098,73610908	73577263,73578511,73578898,73579409,73579687,73580122,73581794,73585680,73587944,73588864,73591038,73591707,73594292,73611008	nan	PSAP	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
11128	POLR3A;NM_007055.4	10	-	79737205	79789195	79737205	79789195	31	79737205,79739868,79741155,79741881,79742380,79743647,79743932,79744897,79745630,79745800,79750781,79752924,79759708,79760703,79761924,79764443,79767429,79769264,79769591,79770198,79773377,79777302,79778889,79781273,79781587,79781872,79784276,79784698,79785349,79785821,79789091	79737414,79740061,79741347,79742106,79742605,79743800,79744086,79745128,79745773,79745947,79750955,79753155,79759906,79760882,79762096,79764676,79767654,79769463,79769779,79770328,79773578,79777504,79779053,79781470,79781810,79782172,79784491,79784930,79785547,79786017,79789195	nan	POLR3A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5728	PTEN;NM_000314.8	10	+	89624196	89725259	89624196	89725259	9	89624196,89653751,89685239,89690772,89692739,89711844,89717579,89720620,89725013	89624335,89653896,89685344,89690876,89693038,89712046,89717806,89720905,89725259	nan	PTEN	nan	nan	0,0,0,0,0,0,0,0,0
5654	HTRA1;NM_002775.5	10	+	124221138	124273905	124221138	124273905	9	124221138,124248387,124248907,124266176,124266855,124268141,124269581,124271455,124273676	124221670,124248547,124249172,124266431,124266948,124268316,124269699,124271611,124273905	nan	HTRA1	nan	nan	0,0,0,0,0,0,0,0,0
9409	PEX16;NM_057174.3	11	-	45931609	45939392	45931609	45939392	11	45931609,45932418,45935339,45935651,45935836,45936124,45936988,45937223,45937747,45938978,45939220	45931758,45932543,45935519,45935784,45936049,45936265,45937149,45937417,45937884,45939074,45939392	nan	PEX16	nan	nan	0,0,0,0,0,0,0,0,0,0,0
84153	RNASEH2C;NM_032193.4	11	-	65487223	65488259	65487223	65488259	4	65487223,65487485,65487682,65488027	65487310,65487665,65487918,65488259	nan	RNASEH2C	nan	nan	0,0,0,0
220296	HEPACAM;NM_152722.5	11	-	124791003	124805932	124791003	124805932	7	124791003,124792253,124792610,124793205,124793594,124794593,124805787	124791366,124792384,124792744,124793359,124793936,124794995,124805932	nan	HEPACAM	nan	nan	0,0,0,0,0,0,0
5830	PEX5;NM_000319.5	12	+	7342943	7362849	7342943	7362849	15	7342943,7343453,7343791,7344134,7351576,7354316,7354806,7355177,7356021,7360224,7360575,7361022,7361570,7362248,7362587	7343150,7343549,7343984,7344326,7351739,7354467,7354977,7355330,7356177,7360428,7360706,7361295,7361796,7362466,7362849	nan	PEX5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053	PAH;NM_000277.3	12	-	103232922	103310938	103232922	103310938	13	103232922,103234147,103237393,103238083,103240642,103245434,103246562,103248883,103260343,103271209,103288482,103306538,103310818	103233026,103234323,103237587,103238239,103240759,103245564,103246758,103249140,103260471,103271358,103288726,103306706,103310938	nan	PAH	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
