#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_001791.4	1	+	22404961	22418020	22404961	22418020	5	22404961,22408204,22412921,22413151,22417910	22405086,22408297,22413051,22413369,22418020	nan	CDC42	nan	nan	0,0,0,0,0
2048	EPHB2;NM_017449.5	1	+	23037465	23240073	23037465	23240073	16	23037465,23107903,23110874,23189519,23191359,23208841,23219366,23221954,23222896,23232469,23233192,23234435,23235504,23236864,23238926,23239944	23037546,23107988,23111579,23189695,23191715,23208986,23219549,23222083,23222981,23232612,23233460,23234671,23235674,23237078,23239102,23240073	nan	EPHB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55624	POMGNT1;NM_017739.4	1	-	46654931	46663503	46654931	46663503	21	46654931,46655119,46655515,46656134,46656381,46657759,46657969,46658179,46658561,46658835,46658966,46659225,46659516,46659935,46660214,46660505,46661472,46661673,46662392,46662631,46663363	46655039,46655249,46655671,46656199,46656466,46657905,46658118,46658272,46658640,46658897,46659070,46659321,46659607,46660083,46660333,46660643,46661606,46661759,46662531,46662766,46663503	nan	POMGNT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914	NTRK1;NM_001007792.1	1	+	156785611	156851444	156785611	156851444	17	156785611,156811862,156834135,156834509,156836691,156837885,156838286,156841404,156843414,156844352,156844687,156845301,156845861,156846181,156848903,156849780,156851238	156785640,156811995,156834230,156834601,156836780,156838051,156838449,156841557,156843761,156844428,156844810,156845468,156846012,156846374,156849164,156849959,156851444	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_001301365.1	1	-	235826229	235993727	235826229	235993727	51	235826229,235827273,235827754,235840380,235840769,235850238,235856639,235860372,235866036,235872380,235875346,235878490,235880001,235883950,235887317,235891365,235892885,235894136,235894321,235896792,235897119,235897772,235904711,235907268,235909625,235914499,235915294,235916333,235918767,235920570,235922261,235926009,235929368,235933449,235937131,235938202,235940352,235944154,235945216,235950489,235951990,235954988,235956792,235963609,235964160,235966197,235967793,235969032,235971744,235976260,235993515	235826388,235827365,235827931,235840498,235840929,235850357,235856796,235860582,235866287,235872618,235875507,235878667,235880088,235884215,235887490,235891441,235892967,235894253,235894487,235897001,235897216,235897969,235904938,235907467,235909837,235914672,235915481,235916584,235918957,235920768,235922909,235926161,235929587,235933607,235937301,235938396,235940618,235944365,235945397,235950683,235952155,235955435,235956922,235963696,235964407,235966374,235967975,235970082,235973844,235976371,235993727	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55120	FANCL;NM_001114636.1	2	-	58386889	58468458	58386889	58468458	14	58386889,58387232,58388646,58389990,58390153,58390558,58392848,58425703,58431254,58449066,58453852,58456938,58459178,58468342	58386945,58387324,58388783,58390092,58390219,58390662,58393019,58425807,58431371,58449187,58453929,58457019,58459257,58468458	nan	FANCL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291	DYSF;NM_003494.4	2	+	71681118	71913632	71681118	71913632	55	71681118,71708002,71708998,71730333,71738926,71740835,71742742,71743299,71744108,71747297,71747908,71753339,71755417,71762140,71762387,71766276,71776469,71778160,71778726,71780130,71780926,71783084,71788871,71791177,71795070,71795291,71796939,71797348,71797718,71801317,71816712,71817330,71825683,71827821,71828618,71829895,71838364,71838584,71839760,71840453,71871084,71883281,71885997,71887679,71891387,71892281,71894495,71895873,71896231,71896724,71901316,71906176,71908120,71909649,71913573	71681226,71708078,71709110,71730459,71739061,71741061,71742891,71743382,71744179,71747348,71748044,71753486,71755541,71762229,71762451,71766379,71776531,71778296,71778860,71780328,71781071,71783211,71789084,71791353,71795222,71795478,71797074,71797474,71797881,71801511,71816826,71817428,71825885,71827982,71828668,71829945,71838486,71838766,71839946,71840550,71871203,71883430,71886173,71887791,71891578,71892444,71894655,71895982,71896347,71896886,71901436,71906375,71908250,71909817,71913632	nan	DYSF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65055	REEP1;NM_001164730.2	2	-	86444212	86565209	86444212	86565209	7	86444212,86459737,86479069,86481806,86491077,86509282,86565136	86444243,86459935,86479203,86481947,86491174,86509375,86565209	nan	REEP1	nan	nan	0,0,0,0,0,0,0
547	KIF1A;NM_004321.8	2	-	241656770	241737179	241656770	241737179	46	241656770,241657456,241658412,241659180,241660320,241661213,241661862,241662819,241663381,241664677,241666232,241676469,241679464,241679704,241680675,241682335,241683348,241684833,241685144,241685445,241686642,241689835,241697766,241700071,241700635,241702125,241702425,241702572,241705116,241706321,241706672,241708539,241709033,241710377,241712520,241713589,241715257,241721996,241722450,241723145,241724395,241725741,241726657,241727457,241728642,241737053	241656833,241657595,241658625,241659353,241660465,241661311,241662083,241662985,241663463,241664831,241666367,241676595,241679569,241679791,241680804,241682411,241683487,241684944,241685336,241685604,241686748,241689974,241697924,241700270,241700804,241702239,241702518,241702773,241705220,241706448,241706772,241708635,241709133,241710531,241712683,241713688,241715353,241722034,241722536,241723243,241724527,241725940,241726743,241727657,241728739,241737179	nan	KIF1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177	FANCD2;NM_033084.6	3	+	10070331	10140644	10070331	10140644	42	10070331,10074505,10076142,10076368,10076846,10077960,10080952,10081394,10083296,10084232,10084723,10085157,10085502,10088253,10089590,10091047,10094060,10101967,10103824,10105465,10106029,10106402,10107067,10107537,10108882,10114544,10114926,10116203,10119754,10122773,10123019,10127485,10128807,10130122,10130501,10131965,10133854,10134958,10135962,10136873,10137999,10140393	10070415,10074666,10076230,10076492,10076927,10078033,10081051,10081539,10083404,10084357,10084844,10085286,10085558,10088417,10089745,10091199,10094191,10102097,10103905,10105605,10106123,10106569,10107188,10107673,10109011,10114675,10115056,10116367,10119891,10122922,10123158,10127616,10128958,10130236,10130644,10132079,10133946,10135017,10136057,10136968,10138166,10140644	nan	FANCD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
