#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_001791.4	1	+	22404921	22418060	22404921	22418060	5	22404921,22408164,22412881,22413111,22417870	22405126,22408337,22413091,22413409,22418060	nan	CDC42	nan	nan	0,0,0,0,0
2048	EPHB2;NM_017449.5	1	+	23037425	23240113	23037425	23240113	16	23037425,23107863,23110834,23189479,23191319,23208801,23219326,23221914,23222856,23232429,23233152,23234395,23235464,23236824,23238886,23239904	23037586,23108028,23111619,23189735,23191755,23209026,23219589,23222123,23223021,23232652,23233500,23234711,23235714,23237118,23239142,23240113	nan	EPHB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55624	POMGNT1;NM_017739.4	1	-	46654891	46663543	46654891	46663543	21	46654891,46655079,46655475,46656094,46656341,46657719,46657929,46658139,46658521,46658795,46658926,46659185,46659476,46659895,46660174,46660465,46661432,46661633,46662352,46662591,46663323	46655079,46655289,46655711,46656239,46656506,46657945,46658158,46658312,46658680,46658937,46659110,46659361,46659647,46660123,46660373,46660683,46661646,46661799,46662571,46662806,46663543	nan	POMGNT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914	NTRK1;NM_001007792.1	1	+	156785571	156851484	156785571	156851484	17	156785571,156811822,156834095,156834469,156836651,156837845,156838246,156841364,156843374,156844312,156844647,156845261,156845821,156846141,156848863,156849740,156851198	156785680,156812035,156834270,156834641,156836820,156838091,156838489,156841597,156843801,156844468,156844850,156845508,156846052,156846414,156849204,156849999,156851484	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_001301365.1	1	-	235826189	235993767	235826189	235993767	51	235826189,235827233,235827714,235840340,235840729,235850198,235856599,235860332,235865996,235872340,235875306,235878450,235879961,235883910,235887277,235891325,235892845,235894096,235894281,235896752,235897079,235897732,235904671,235907228,235909585,235914459,235915254,235916293,235918727,235920530,235922221,235925969,235929328,235933409,235937091,235938162,235940312,235944114,235945176,235950449,235951950,235954948,235956752,235963569,235964120,235966157,235967753,235968992,235971704,235976220,235993475	235826428,235827405,235827971,235840538,235840969,235850397,235856836,235860622,235866327,235872658,235875547,235878707,235880128,235884255,235887530,235891481,235893007,235894293,235894527,235897041,235897256,235898009,235904978,235907507,235909877,235914712,235915521,235916624,235918997,235920808,235922949,235926201,235929627,235933647,235937341,235938436,235940658,235944405,235945437,235950723,235952195,235955475,235956962,235963736,235964447,235966414,235968015,235970122,235973884,235976411,235993767	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55120	FANCL;NM_001114636.1	2	-	58386849	58468498	58386849	58468498	14	58386849,58387192,58388606,58389950,58390113,58390518,58392808,58425663,58431214,58449026,58453812,58456898,58459138,58468302	58386985,58387364,58388823,58390132,58390259,58390702,58393059,58425847,58431411,58449227,58453969,58457059,58459297,58468498	nan	FANCL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291	DYSF;NM_003494.4	2	+	71681078	71913672	71681078	71913672	55	71681078,71707962,71708958,71730293,71738886,71740795,71742702,71743259,71744068,71747257,71747868,71753299,71755377,71762100,71762347,71766236,71776429,71778120,71778686,71780090,71780886,71783044,71788831,71791137,71795030,71795251,71796899,71797308,71797678,71801277,71816672,71817290,71825643,71827781,71828578,71829855,71838324,71838544,71839720,71840413,71871044,71883241,71885957,71887639,71891347,71892241,71894455,71895833,71896191,71896684,71901276,71906136,71908080,71909609,71913533	71681266,71708118,71709150,71730499,71739101,71741101,71742931,71743422,71744219,71747388,71748084,71753526,71755581,71762269,71762491,71766419,71776571,71778336,71778900,71780368,71781111,71783251,71789124,71791393,71795262,71795518,71797114,71797514,71797921,71801551,71816866,71817468,71825925,71828022,71828708,71829985,71838526,71838806,71839986,71840590,71871243,71883470,71886213,71887831,71891618,71892484,71894695,71896022,71896387,71896926,71901476,71906415,71908290,71909857,71913672	nan	DYSF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65055	REEP1;NM_001164730.2	2	-	86444172	86565249	86444172	86565249	7	86444172,86459697,86479029,86481766,86491037,86509242,86565096	86444283,86459975,86479243,86481987,86491214,86509415,86565249	nan	REEP1	nan	nan	0,0,0,0,0,0,0
547	KIF1A;NM_004321.8	2	-	241656730	241737219	241656730	241737219	46	241656730,241657416,241658372,241659140,241660280,241661173,241661822,241662779,241663341,241664637,241666192,241676429,241679424,241679664,241680635,241682295,241683308,241684793,241685104,241685405,241686602,241689795,241697726,241700031,241700595,241702085,241702385,241702532,241705076,241706281,241706632,241708499,241708993,241710337,241712480,241713549,241715217,241721956,241722410,241723105,241724355,241725701,241726617,241727417,241728602,241737013	241656873,241657635,241658665,241659393,241660505,241661351,241662123,241663025,241663503,241664871,241666407,241676635,241679609,241679831,241680844,241682451,241683527,241684984,241685376,241685644,241686788,241690014,241697964,241700310,241700844,241702279,241702558,241702813,241705260,241706488,241706812,241708675,241709173,241710571,241712723,241713728,241715393,241722074,241722576,241723283,241724567,241725980,241726783,241727697,241728779,241737219	nan	KIF1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177	FANCD2;NM_033084.6	3	+	10070291	10140684	10070291	10140684	42	10070291,10074465,10076102,10076328,10076806,10077920,10080912,10081354,10083256,10084192,10084683,10085117,10085462,10088213,10089550,10091007,10094020,10101927,10103784,10105425,10105989,10106362,10107027,10107497,10108842,10114504,10114886,10116163,10119714,10122733,10122979,10127445,10128767,10130082,10130461,10131925,10133814,10134918,10135922,10136833,10137959,10140353	10070455,10074706,10076270,10076532,10076967,10078073,10081091,10081579,10083444,10084397,10084884,10085326,10085598,10088457,10089785,10091239,10094231,10102137,10103945,10105645,10106163,10106609,10107228,10107713,10109051,10114715,10115096,10116407,10119931,10122962,10123198,10127656,10128998,10130276,10130684,10132119,10133986,10135057,10136097,10137008,10138206,10140684	nan	FANCD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827	KNG1;NM_000893.4	3	+	186435281	186461624	186435281	186461624	11	186435281,186437843,186440175,186442826,186444975,186449283,186450240,186456837,186457066,186459260,186461443	186435576,186438054,186440360,186443099,186445183,186449468,186450513,186457045,186457253,186459438,186461624	nan	KNG1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
4976	OPA1;NM_130837.3	3	+	193311116	193409966	193311116	193409966	30	193311116,193332461,193333412,193334916,193335522,193336607,193343830,193349350,193353156,193354933,193355690,193360503,193360713,193361111,193361266,193361713,193363291,193363466,193364803,193365808,193366533,193372600,193374818,193376625,193377220,193380560,193382618,193384034,193384908,193409801	193311248,193332880,193333609,193335124,193335676,193336775,193344041,193349504,193353361,193355120,193355904,193360684,193360888,193361283,193361466,193361944,193363464,193363639,193365019,193365973,193366710,193372866,193375071,193376834,193377400,193380801,193382835,193384228,193385119,193409966	nan	OPA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84062	DTNBP1;NM_032122.5	6	-	15523155	15663150	15523155	15663150	10	15523155,15524706,15533420,15593239,15615447,15627523,15637924,15651493,15652267,15662994	15523500,15524950,15533676,15593362,15615680,15627756,15638085,15651644,15652421,15663150	nan	DTNBP1	nan	nan	0,0,0,0,0,0,0,0,0,0
80739	MPIG6B;NM_138272.3	6	+	31691110	31692901	31691110	31692901	6	31691110,31691365,31691868,31692313,31692491,31692696	31691271,31691813,31692059,31692454,31692671,31692901	nan	MPIG6B	nan	nan	0,0,0,0,0,0
