#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
23400	ATP13A2;NM_022089.4	1	-	17312685	17338263	17312685	17338263	29	17312685,17312927,17313269,17313510,17314602,17314786,17316155,17316351,17316591,17318198,17318473,17318707,17318950,17320093,17322440,17322718,17322850,17323484,17326475,17326710,17326864,17328498,17328760,17330796,17331156,17331478,17331838,17332148,17338193	17312883,17313157,17313481,17313794,17314759,17314999,17316295,17316528,17316812,17318383,17318654,17318927,17319106,17320360,17322689,17322825,17323021,17323700,17326667,17326837,17327059,17328628,17328898,17330936,17331346,17331597,17332081,17332303,17338263	nan	ATP13A2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737	KCNA2;NM_004974.4	1	-	111145874	111147434	111145874	111147434	1	111145874	111147434	nan	KCNA2	nan	nan	0
10717	AP4B1;NM_006594.5	1	-	114437656	114447369	114437656	114447369	10	114437656,114438348,114438849,114440431,114441309,114442495,114443827,114444346,114445229,114447196	114438144,114438690,114439117,114440595,114441453,114443052,114444035,114444537,114445514,114447369	nan	AP4B1	nan	nan	0,0,0,0,0,0,0,0,0,0
103	ADAR;NM_001111.5	1	-	154557251	154580512	154557251	154580512	15	154557251,154557662,154558198,154558626,154560570,154560996,154561814,154562202,154562629,154569250,154569568,154570273,154570847,154573486,154580437	154557549,154557850,154558371,154558869,154560764,154561179,154561968,154562434,154562915,154569501,154569773,154570482,154571091,154575132,154580512	nan	ADAR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57498	KIDINS220;NM_020738.4	2	-	8870819	8967253	8870819	8967253	29	8870819,8873543,8874754,8876967,8887244,8887986,8890211,8891565,8910769,8916847,8918738,8918995,8919773,8925840,8926305,8928746,8929979,8931159,8933909,8936870,8938301,8940499,8943029,8946370,8952494,8953336,8957717,8958794,8967085	8872142,8873840,8874913,8877159,8887361,8888160,8890495,8891804,8910992,8917052,8918887,8919299,8919974,8926190,8926517,8928972,8930219,8931384,8934147,8937029,8938460,8940658,8943287,8946529,8952653,8953495,8957876,8958953,8967253	nan	KIDINS220	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6683	SPAST;NM_014946.4	2	+	32288870	32379595	32288870	32379595	17	32288870,32312530,32314560,32323834,32339676,32340740,32341157,32351986,32353446,32361601,32361915,32362147,32366942,32368374,32369975,32372256,32379412	32289345,32312677,32314704,32323990,32339924,32340934,32341311,32352121,32353578,32361737,32362067,32362287,32367045,32368514,32370106,32372357,32379595	nan	SPAST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6509	SLC1A4;NM_003038.5	2	+	65216747	65248310	65216747	65248310	8	65216747,65228551,65231056,65237700,65243543,65245174,65245648,65248015	65217334,65228654,65231179,65237927,65243837,65245429,65245843,65248310	nan	SLC1A4	nan	nan	0,0,0,0,0,0,0,0
65055	REEP1;NM_001164730.2	2	-	86444192	86565229	86444192	86565229	7	86444192,86459717,86479049,86481786,86491057,86509262,86565116	86444263,86459955,86479223,86481967,86491194,86509395,86565229	nan	REEP1	nan	nan	0,0,0,0,0,0,0
1615	DARS1;NM_001349.4	2	-	136664855	136743068	136664855	136743068	16	136664855,136668678,136668921,136670025,136672008,136673765,136677992,136680323,136681926,136690322,136691449,136700917,136718935,136736813,136740936,136742942	136665007,136668810,136669093,136670166,136672111,136673972,136678200,136680518,136682098,136690442,136691590,136701080,136719098,136736966,136741054,136743068	nan	DARS1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57679	ALS2;NM_020919.4	2	-	202566543	202633638	202566543	202633638	33	202566543,202568814,202569146,202569831,202570108,202571538,202572561,202574573,202575683,202580364,202582769,202587735,202588022,202588987,202590048,202591176,202591356,202591904,202592397,202593204,202593744,202597968,202603362,202606366,202608950,202611258,202614404,202617838,202619195,202622094,202625573,202631921,202633558	202566642,202568971,202569356,202569953,202570214,202571775,202572744,202574791,202575861,202580592,202582963,202587873,202588194,202589212,202590207,202591302,202591619,202592031,202592528,202593393,202593936,202598191,202603488,202606607,202609182,202611501,202614542,202617995,202619424,202622512,202626571,202632136,202633638	nan	ALS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593	CYP27A1;NM_000784.4	2	+	219646875	219679783	219646875	219679783	9	219646875,219674269,219676914,219677244,219677616,219678713,219679072,219679237,219679603	219647190,219674520,219677174,219677502,219677849,219678940,219679211,219679510,219679783	nan	CYP27A1	nan	nan	0,0,0,0,0,0,0,0,0
547	KIF1A;NM_001244008.2	2	-	241656750	241737199	241656750	241737199	48	241656750,241657436,241658392,241659160,241660300,241661193,241661842,241662799,241663361,241664657,241666212,241676449,241679444,241679684,241680655,241682315,241683328,241684813,241685124,241685425,241686622,241689815,241696705,241697746,241700051,241700615,241702105,241702405,241702552,241705096,241706301,241706652,241708519,241709013,241710357,241711956,241712500,241713569,241715237,241721976,241722430,241723125,241724375,241725721,241726637,241727437,241728622,241737033	241656853,241657615,241658645,241659373,241660485,241661331,241662103,241663005,241663483,241664851,241666387,241676615,241679589,241679811,241680824,241682431,241683507,241684964,241685356,241685624,241686768,241689994,241697041,241697944,241700290,241700824,241702259,241702538,241702793,241705240,241706468,241706792,241708655,241709153,241710551,241712043,241712703,241713708,241715373,241722054,241722556,241723263,241724547,241725960,241726763,241727677,241728759,241737199	nan	KIF1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342	TFG;NM_006070.6	3	+	100432499	100467405	100432499	100467405	7	100432499,100438788,100447525,100451321,100455389,100463646,100466962	100432743,100438932,100447732,100451546,100455590,100463805,100467405	nan	TFG	nan	nan	0,0,0,0,0,0,0
7345	UCHL1;NM_004181.5	4	+	41258963	41270120	41258963	41270120	9	41258963,41259101,41259595,41262633,41263701,41263862,41265211,41266089,41269973	41259056,41259173,41259784,41262844,41263847,41263970,41265338,41266208,41270120	nan	UCHL1	nan	nan	0,0,0,0,0,0,0,0,0
