#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
57190	SELENON;NM_020451.3	1	+	26126711	26142219	26126711	26142219	13	26126711,26127523,26128496,26131622,26135060,26135506,26136163,26137934,26138171,26139167,26140361,26140557,26142028	26126914,26127661,26128618,26131776,26135290,26135651,26136321,26138036,26138380,26139293,26140494,26140679,26142219	nan	SELENON	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
55624	POMGNT1;NM_017739.4	1	-	46654931	46663503	46654931	46663503	21	46654931,46655119,46655515,46656134,46656381,46657759,46657969,46658179,46658561,46658835,46658966,46659225,46659516,46659935,46660214,46660505,46661472,46661673,46662392,46662631,46663363	46655039,46655249,46655671,46656199,46656466,46657905,46658118,46658272,46658640,46658897,46659070,46659321,46659607,46660083,46660333,46660643,46661606,46661759,46662531,46662766,46663503	nan	POMGNT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55154	MSTO1;NM_018116.4	1	+	155580029	155584074	155580029	155584074	14	155580029,155580205,155580819,155580996,155581329,155581469,155581763,155581962,155582198,155582624,155582829,155583242,155583437,155583839	155580133,155580361,155580909,155581092,155581404,155581628,155581901,155582117,155582371,155582776,155583034,155583367,155583567,155584074	nan	MSTO1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000	LMNA;NM_170707.4	1	+	156084699	156108907	156084699	156108907	12	156084699,156100397,156104183,156104585,156104967,156105681,156105994,156106701,156106893,156107434,156108268,156108860	156085075,156100574,156104329,156104776,156105113,156105922,156106237,156106829,156107033,156107544,156108558,156108907	nan	LMNA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
148789	B3GALNT2;NM_152490.5	1	-	235613510	235667562	235613510	235667562	12	235613510,235616391,235617457,235618860,235621900,235628942,235634153,235643359,235647627,235652462,235657980,235667430	235613665,235616468,235617637,235619006,235622104,235629041,235634284,235643475,235647841,235652583,235658148,235667562	nan	B3GALNT2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
1293	COL6A3;NM_004369.4	2	-	238233406	238305470	238233406	238305470	43	238233406,238234192,238242082,238243258,238244767,238247647,238249084,238250697,238252982,238253573,238253690,238253813,238255135,238256439,238256981,238257245,238258779,238259762,238261154,238261973,238263531,238265970,238266449,238267153,238267667,238267838,238267994,238268720,238269753,238270371,238271885,238272982,238274330,238275319,238277195,238280364,238283044,238285404,238287268,238289547,238296214,238303219,238305359	238233467,238234377,238242201,238243542,238245185,238247770,238249803,238250814,238253496,238253605,238253747,238253866,238255218,238256522,238257037,238257316,238258862,238259845,238261237,238262056,238263587,238266044,238266535,238267236,238267741,238267903,238268041,238268812,238269827,238270484,238272051,238273081,238274688,238275939,238277830,238280990,238283673,238285997,238287888,238290152,238296837,238303857,238305470	nan	COL6A3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84892	POMGNT2;NM_032806.6	3	-	43121170	43122933	43121170	43122933	1	43121170	43122933	nan	POMGNT2	nan	nan	0
1605	DAG1;NM_001165928.3	3	+	49547957	49570642	49547957	49570642	2	49547957,49568219	49548262,49570642	nan	DAG1	nan	nan	0,0
29925	GMPPB;NM_013334.3	3	-	49759174	49761169	49759174	49761169	8	49759174,49759653,49759854,49760018,49760394,49760676,49760814,49761020	49759590,49759801,49759953,49760197,49760557,49760745,49760915,49761169	nan	GMPPB	nan	nan	0,0,0,0,0,0,0,0
60684	TRAPPC11;NM_021942.6	4	+	184585010	184633807	184585010	184633807	29	184585010,184587399,184588202,184589145,184595855,184596306,184598600,184600495,184601262,184603874,184605117,184605287,184605447,184605838,184606226,184606413,184607760,184612458,184614102,184614731,184615059,184615746,184618645,184618821,184622839,184626121,184627949,184629549,184633742	184585234,184587589,184588293,184589280,184595975,184596400,184598717,184600649,184601430,184603988,184605217,184605386,184605522,184606004,184606308,184606566,184607911,184612634,184614310,184614900,184615201,184615886,184618731,184618998,184622971,184626233,184628103,184629737,184633807	nan	TRAPPC11	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64374	SIL1;NM_022464.5	5	-	138282795	138463542	138282795	138463542	9	138282795,138286849,138287466,138356849,138362479,138378298,138386616,138456713,138463417	138283172,138287034,138287583,138356991,138362691,138378418,138386745,138456872,138463542	nan	SIL1	nan	nan	0,0,0,0,0,0,0,0,0
1303	COL12A1;NM_004370.6	6	-	75796252	75912518	75796252	75912518	65	75796252,75797282,75798811,75799815,75801028,75801195,75804813,75806958,75811305,75811704,75812302,75813462,75814911,75816124,75818723,75822909,75823307,75825489,75825724,75827087,75828748,75829055,75831007,75833035,75833653,75833960,75834832,75836056,75838001,75839796,75840557,75841645,75842998,75843563,75844431,75847142,75848025,75848153,75848527,75851737,75852953,75855031,75855807,75857380,75858063,75860846,75861572,75861836,75862038,75864121,75865367,75865962,75875212,75884743,75887368,75890644,75892755,75893559,75898067,75898922,75899257,75901406,75901917,75904536,75912425	75796283,75797473,75798900,75800024,75801115,75801251,75804905,75807032,75811379,75811778,75812418,75813536,75815018,75816222,75818893,75823039,75823470,75825648,75825783,75827272,75828912,75829199,75831167,75833130,75833820,75834097,75834999,75836196,75838151,75839959,75840707,75841808,75843148,75843723,75844581,75847305,75848066,75848306,75848687,75851883,75853114,75855181,75855970,75857530,75858223,75861013,75861757,75861976,75862208,75864263,75865580,75866249,75875505,75885036,75887661,75890937,75893378,75893870,75898261,75899107,75899541,75901486,75902081,75904673,75912518	nan	COL12A1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908	LAMA2;NM_000426.4	6	+	129204380	129837502	129204380	129837502	65	129204380,129371052,129380918,129419307,129465035,129468093,129470113,129475639,129486710,129498840,129511339,129513814,129571246,129573218,129581845,129588240,129591758,129601195,129608981,129612748,129618819,129621870,129633995,129635789,129636610,129636896,129637172,129641672,129649412,129663477,129670432,129674298,129687353,129691026,129704256,129712625,129714179,129722358,129723458,129724955,129748886,129759780,129761950,129763356,129766801,129774122,129775289,129777469,129781334,129785424,129786279,129794348,129796524,129799827,129802397,129807608,129813035,129813449,129823793,129824225,129826334,129828623,129833497,129835507,129837324	129204512,129371243,129381051,129419570,129465235,129468203,129470251,129475838,129486830,129499021,129511500,129514008,129571368,129573450,129581977,129588374,129591906,129601302,129609213,129612875,129619020,129622027,129634252,129635953,129636810,129637105,129637326,129641810,129649567,129663622,129670539,129674512,129687516,129691145,129704388,129712808,129714410,129722495,129723642,129725114,129749009,129759917,129762153,129763382,129766976,129774286,129775443,129777649,129781479,129785607,129786444,129794507,129796556,129799968,129802594,129807777,129813232,129813638,129823926,129824435,129826510,129828797,129833648,129835750,129837502	nan	LAMA2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23345	SYNE1;NM_182961.4	6	-	152443560	152949476	152443560	152949476	144	152443560,152451844,152453246,152454400,152456228,152457742,152461074,152462327,152464747,152469169,152470601,152472677,152473083,152476016,152477034,152485287,152497518,152501260,152510376,152522948,152527292,152529096,152532618,152534736,152536030,152539381,152540127,152541966,152542550,152545618,152546845,152551671,152552515,152553240,152554905,152555792,152557231,152557941,152560657,152563364,152565661,152570285,152576004,152576715,152577758,152583156,152589180,152590279,152599213,152602931,152605102,152614712,152615084,152621765,152622993,152629613,152630959,152631520,152631812,152637973,152639205,152639987,152642362,152642845,152644602,152646208,152647082,152647420,152650854,152655132,152657965,152660365,152665205,152668183,152671292,152671742,152673151,152674387,152674713,152675783,152679497,152680439,152683294,152685971,152688342,152690096,152690595,152694161,152697505,152697900,152702130,152706798,152708196,152711404,152712401,152716640,152717899,152719743,152720740,152722262,152725337,152728138,152730192,152730683,152734476,152737511,152740693,152746505,152748817,152749329,152751236,152751606,152754919,152757065,152762254,152763199,152765535,152768582,152770657,152771749,152772171,152774710,152776550,152777010,152779881,152782721,152783862,152784477,152786382,152787106,152792721,152793425,152804209,152805959,152809520,152819866,152823757,152826325,152831317,152832135,152841583,152847204,152861084,152949389	152443821,152451923,152453359,152454633,152456377,152457963,152461306,152462474,152464910,152469523,152470813,152472835,152473286,152476187,152477242,152485470,152497705,152501439,152510552,152523094,152527507,152529351,152532733,152534904,152536205,152539548,152540330,152542191,152542704,152545809,152547021,152551847,152552712,152553410,152555108,152555945,152557448,152558093,152560851,152563585,152565801,152570407,152576234,152576891,152577910,152583333,152589310,152590431,152599425,152603125,152605317,152614894,152615272,152621926,152623208,152629777,152631162,152631663,152632018,152638131,152639408,152640160,152642535,152643031,152644882,152646447,152647247,152647778,152653035,152655418,152658162,152660511,152665372,152668380,152671480,152671915,152673498,152674578,152674889,152676121,152679682,152680603,152683468,152686164,152688527,152690272,152690759,152694364,152697703,152698057,152702507,152706983,152708526,152711597,152712713,152716816,152718125,152719876,152720968,152722486,152725459,152728341,152730371,152730854,152734676,152738160,152740867,152746692,152748961,152749537,152751355,152751854,152755090,152757246,152762415,152763390,152765723,152768767,152770786,152771978,152772350,152774865,152776735,152777189,152780075,152782885,152784035,152784662,152786605,152787223,152792910,152793558,152804394,152806117,152809648,152819937,152823887,152826542,152831516,152832248,152841687,152847320,152861166,152949476	nan	SYNE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729920	CRPPA;NM_001101426.4	7	-	16131309	16460957	16131309	16460957	10	16131309,16255680,16298004,16298534,16317743,16341035,16348137,16415706,16445675,16460680	16131434,16255832,16298117,16298647,16317861,16341101,16348262,16415876,16445972,16460957	nan	CRPPA	nan	nan	0,0,0,0,0,0,0,0,0,0
84197	POMK;NM_032237.5	8	+	42958681	42978030	42958681	42978030	2	42958681,42977239	42958983,42978030	nan	POMK	nan	nan	0,0
5339	PLEC;NM_000445.5	8	-	144990334	145049547	144990334	145049547	32	144990334,144996661,145000941,145001134,145001409,145001567,145002011,145003260,145003571,145003803,145004093,145004301,145004541,145005691,145006094,145006287,145006557,145006792,145006950,145007354,145008155,145008475,145008792,145008967,145009168,145009355,145010005,145011136,145011322,145012308,145012788,145049334	144996573,145000062,145001060,145001259,145001513,145001944,145002170,145003459,145003749,145004007,145004240,145004476,145004714,145005837,145006210,145006412,145006739,145006890,145007289,145007529,145008269,145008623,145008908,145009107,145009295,145009491,145010192,145011249,145011420,145012418,145012870,145049547	nan	PLEC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218	FKTN;NM_001079802.2	9	+	108337303	108397555	108337303	108397555	9	108337303,108358868,108363415,108366485,108370089,108377548,108380229,108382204,108397321	108337428,108358948,108363639,108366783,108370242,108377698,108380383,108382352,108397555	nan	FKTN	nan	nan	0,0,0,0,0,0,0,0,0
8818	DPM2;NM_003863.4	9	-	130697990	130700109	130697990	130700109	4	130697990,130698821,130699702,130700086	130698069,130698944,130699812,130700109	nan	DPM2	nan	nan	0,0,0,0
22845	DOLK;NM_014908.4	9	-	131707955	131709592	131707955	131709592	1	131707955	131709592	nan	DOLK	nan	nan	0
10585	POMT1;NM_007171.4	9	+	134379595	134398503	134379595	134398503	19	134379595,134381490,134381779,134382744,134384287,134385119,134385279,134385636,134386713,134387417,134388615,134390802,134393821,134394213,134394765,134395456,134396722,134397423,134398308	134379737,134381617,134381850,134382911,134384419,134385205,134385459,134385812,134386864,134387533,134388728,134390919,134393934,134394354,134394883,134395590,134396869,134397621,134398503	nan	POMT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389827	MYMK;NM_001080483.3	9	-	136379747	136389976	136379747	136389976	5	136379747,136380602,136383985,136385285,136389821	136379917,136380739,136384154,136385420,136389976	nan	MYMK	nan	nan	0,0,0,0,0
10367	MICU1;NM_006077.3	10	-	74127942	74326561	74127942	74326561	11	74127942,74135530,74167676,74182981,74234847,74236921,74267902,74293493,74310926,74322642,74326380	74128123,74135640,74167805,74183139,74235065,74237024,74268043,74293557,74311109,74322831,74326561	nan	MICU1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
11041	B4GAT1;NM_006876.3	11	-	66113509	66115026	66113509	66115026	2	66113509,66113950	66113721,66115026	nan	B4GAT1	nan	nan	0,0
3679	ITGA7;NM_002206.3	12	-	56078831	56101476	56078831	56101476	25	56078831,56081744,56081975,56082617,56086617,56086914,56087794,56088029,56088216,56088388,56088551,56089295,56090056,56090672,56090989,56091224,56091468,56091711,56092156,56092483,56093643,56094672,56096645,56096824,56101250	56079082,56081890,56082094,56082751,56086769,56087111,56087917,56088124,56088316,56088489,56088764,56089431,56090226,56090862,56091071,56091340,56091616,56091820,56092370,56092711,56093783,56094948,56096745,56096972,56101476	nan	ITGA7	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10329	RXYLT1;NM_014254.3	12	+	64173730	64202882	64173730	64202882	6	64173730,64174788,64178739,64195860,64199003,64202444	64173919,64174964,64178862,64196195,64199194,64202882	nan	RXYLT1	nan	nan	0,0,0,0,0,0
29954	POMT2;NM_013382.7	14	-	77743708	77787034	77743708	77787034	21	77743708,77744726,77745061,77746155,77746353,77746724,77750129,77751282,77751813,77753076,77755094,77757646,77762496,77765021,77765787,77767422,77769167,77771024,77772669,77778281,77786766	77743834,77744861,77745222,77746281,77746433,77746816,77750226,77751394,77751985,77753175,77755184,77757733,77762626,77765124,77765914,77767602,77769296,77771153,77772794,77778386,77787034	nan	POMT2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51763	INPP5K;NM_016532.4	17	-	1399106	1419803	1399106	1419803	12	1399106,1399343,1399602,1399949,1401219,1410263,1411398,1412461,1412966,1416736,1417155,1419739	1399183,1399468,1399706,1400107,1401426,1410393,1411530,1412657,1413103,1416865,1417283,1419803	nan	INPP5K	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
79147	FKRP;NM_024301.5	19	+	47258697	47260205	47258697	47260205	1	47258697	47260205	nan	FKRP	nan	nan	0
1291	COL6A1;NM_001848.3	21	+	47401754	47423937	47401754	47423937	35	47401754,47402537,47404172,47406429,47406847,47407058,47407402,47407513,47408987,47409511,47409655,47410161,47410281,47410676,47410882,47411913,47412067,47412266,47412651,47414070,47417324,47417603,47418024,47418301,47418800,47419056,47419560,47420234,47420662,47421156,47421864,47422121,47422430,47423023,47423294	47401871,47402687,47404393,47406609,47406996,47407099,47407443,47407578,47409061,47409576,47409702,47410208,47410346,47410750,47410965,47411996,47412141,47412322,47412734,47414153,47417407,47417686,47418095,47418357,47418883,47419142,47419616,47420291,47420691,47421310,47421994,47422325,47422634,47423073,47423937	nan	COL6A1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292	COL6A2;NM_001849.4	21	+	47531380	47552476	47531380	47552476	27	47531380,47531882,47532707,47533911,47535775,47535912,47536280,47536554,47536673,47537303,47537777,47538517,47538933,47539691,47540418,47540964,47541459,47542011,47542399,47542778,47544554,47544788,47545169,47545368,47545688,47546406,47551857	47531515,47532501,47532748,47533997,47535849,47535977,47536327,47536601,47536738,47537377,47537860,47538600,47539043,47539774,47540501,47541047,47541542,47542082,47542455,47542861,47544637,47544844,47545235,47545541,47546161,47546465,47552476	nan	COL6A2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9215	LARGE1;NM_004737.7	22	-	33670402	34157473	33670402	34157473	14	33670402,33673035,33679177,33700204,33712060,33733621,33777894,33780167,33828136,33960823,34000410,34022217,34046342,34157347	33670620,33673251,33679344,33700503,33712244,33733797,33778040,33780300,33828261,33961015,34000554,34022320,34046664,34157473	nan	LARGE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120	CHKB;NM_005198.5	22	-	51017599	51021220	51017599	51021220	11	51017599,51017844,51018145,51018392,51018608,51018776,51018983,51019838,51020167,51020667,51020976	51017694,51017946,51018269,51018521,51018710,51018855,51019099,51019992,51020301,51020796,51021220	nan	CHKB	nan	nan	0,0,0,0,0,0,0,0,0,0,0
