#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
57449	PLEKHG5;NM_020631.6	1	-	6527592	6537661	6527592	6537661	20	6527592,6527854,6529071,6529364,6529573,6530265,6530535,6530764,6531019,6531517,6531787,6532556,6533015,6533280,6534042,6534480,6535076,6535491,6535960,6537558	6527662,6528676,6529331,6529540,6529766,6530445,6530733,6530974,6531190,6531727,6531898,6532712,6533264,6533544,6534254,6534677,6535228,6535612,6536126,6537661	nan	PLEKHG5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9927	MFN2;NM_014874.4	1	+	12049195	12071652	12049195	12071652	17	12049195,12052581,12056182,12057323,12058796,12059014,12061427,12061795,12062008,12064018,12064535,12064851,12065737,12066564,12067079,12069618,12071522	12049430,12052777,12056405,12057508,12058965,12059182,12061641,12061923,12062190,12064205,12064700,12065014,12066018,12066780,12067336,12069813,12071652	nan	MFN2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4803	NGF;NM_002506.3	1	-	115828660	115829446	115828660	115829446	1	115828660	115829446	nan	NGF	nan	nan	0
476	ATP1A1;NM_000701.8	1	+	116916103	116947096	116916103	116947096	23	116916103,116926605,116927374,116929879,116930722,116931229,116931493,116932030,116932804,116933373,116935445,116936122,116937701,116939189,116940479,116941212,116941521,116942011,116943452,116943721,116944145,116946475,116947007	116916175,116926776,116927494,116930143,116930896,116931424,116931671,116932359,116933063,116933543,116935640,116936375,116937937,116939386,116940690,116941441,116941736,116942195,116943658,116943912,116944307,116946627,116947096	nan	ATP1A1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000	LMNA;NM_170707.4	1	+	156084679	156108927	156084679	156108927	12	156084679,156100377,156104163,156104565,156104947,156105661,156105974,156106681,156106873,156107414,156108248,156108840	156085095,156100594,156104349,156104796,156105133,156105942,156106257,156106849,156107053,156107564,156108578,156108927	nan	LMNA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
4914	NTRK1;NM_001007792.1NTRK1;NM_001012331.1NTRK1;NM_002529.3	1	+	156785591	156851464	156785591	156851464	50	156785591,156811842,156830696,156830696,156834115,156834115,156834115,156834489,156834489,156834489,156836671,156836671,156836671,156837865,156837865,156837865,156838266,156838266,156838266,156841384,156841384,156841384,156843394,156843394,156843394,156844144,156844332,156844332,156844332,156844667,156844667,156844667,156845281,156845281,156845281,156845841,156845841,156845841,156846161,156846161,156846161,156848883,156848883,156848883,156849760,156849760,156849760,156851218,156851218,156851218	156785660,156812015,156830968,156830968,156834250,156834250,156834250,156834621,156834621,156834621,156836800,156836800,156836800,156838071,156838071,156838071,156838469,156838469,156838469,156841577,156841577,156841577,156843781,156843781,156843781,156844222,156844448,156844448,156844448,156844830,156844830,156844830,156845488,156845488,156845488,156846032,156846032,156846032,156846394,156846394,156846394,156849184,156849184,156849184,156849979,156849979,156849979,156851464,156851464,156851464	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498	PPOX;NM_001122764.3	1	+	161136607	161140996	161136607	161140996	12	161136607,161136859,161137130,161137754,161138191,161138752,161139419,161139665,161140168,161140379,161140666,161140793	161136754,161137054,161137306,161137947,161138396,161139003,161139540,161139844,161140339,161140589,161140769,161140996	nan	PPOX	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
4359	MPZ;NM_000530.8	1	-	161275635	161279725	161275635	161279725	6	161275635,161275867,161276088,161276467,161277017,161279598	161275797,161275988,161276284,161276741,161277244,161279725	nan	MPZ	nan	nan	0,0,0,0,0,0
4358	MPV17;NM_002437.5	2	-	27532749	27545414	27532749	27545414	7	27532749,27534736,27535051,27535330,27535516,27535830,27545284	27532879,27534849,27535144,27535486,27535669,27536006,27545414	nan	MPV17	nan	nan	0,0,0,0,0,0,0
1639	DCTN1;NM_004082.5	2	-	74588595	74607194	74588595	74607194	32	74588595,74589148,74589746,74590090,74590390,74590710,74592171,74592611,74592989,74593340,74593555,74593879,74594141,74594448,74594792,74595067,74595824,74596194,74596396,74597061,74597282,74597562,74597717,74598075,74598633,74600024,74601419,74603838,74604528,74604744,74605096,74607101	74588793,74589298,74589886,74590334,74590584,74590785,74592398,74592814,74593175,74593532,74593777,74594089,74594264,74594577,74595021,74595288,74596037,74596371,74596648,74597226,74597502,74597701,74597982,74598333,74598885,74600105,74601497,74603919,74604623,74604883,74605402,74607194	nan	DCTN1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65055	REEP1;NM_001164730.2REEP1;NM_022912.3	2	-	86444192	86565229	86444192	86565229	14	86444192,86444192,86459717,86459717,86479049,86479049,86481786,86481786,86491057,86491057,86509262,86509262,86564571,86565116	86444263,86444263,86459955,86459955,86479223,86479223,86481967,86481967,86491194,86491194,86509395,86509395,86564663,86565229	nan	REEP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
60482	SLC5A7;NM_021815.5	2	+	108604581	108627347	108604581	108627347	8	108604581,108608531,108609397,108614263,108618322,108622474,108624890,108626657	108604819,108608705,108609613,108614472,108618526,108622688,108625168,108627347	nan	SLC5A7	nan	nan	0,0,0,0,0,0,0,0
6335	SCN9A;NM_002977.3	2	-	167055151	167168296	167055151	167168296	26	167055151,167060434,167060839,167083046,167084149,167085170,167089819,167094573,167098981,167108244,167128878,167133462,167134619,167136836,167138158,167140965,167142815,167144916,167149710,167151078,167159569,167160717,167162271,167162989,167163435,167167978	167056404,167060765,167061004,167083244,167084263,167085512,167090002,167094807,167099196,167108425,167129415,167133879,167134853,167137135,167138348,167141364,167143163,167145183,167149912,167151202,167159842,167160869,167162460,167163139,167163614,167168296	nan	SCN9A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593	CYP27A1;NM_000784.4	2	+	219646875	219679783	219646875	219679783	9	219646875,219674269,219676914,219677244,219677616,219678713,219679072,219679237,219679603	219647190,219674520,219677174,219677502,219677849,219678940,219679211,219679510,219679783	nan	CYP27A1	nan	nan	0,0,0,0,0,0,0,0,0
3300	DNAJB2;NM_001039550.2	2	+	220144525	220150749	220144525	220150749	9	220144525,220145269,220146409,220146630,220147528,220147824,220148110,220149323,220150678	220144650,220145439,220146523,220146813,220147681,220147987,220148241,220149587,220150749	nan	DNAJB2	nan	nan	0,0,0,0,0,0,0,0,0
547	KIF1A;NM_001244008.2KIF1A;NM_004321.8	2	-	241656750	241737199	241656750	241737199	94	241656750,241656750,241657436,241657436,241658392,241658392,241659160,241659160,241660300,241660300,241661193,241661193,241661842,241661842,241662799,241662799,241663361,241663361,241664657,241664657,241666212,241666212,241676449,241676449,241679444,241679444,241679684,241679684,241680655,241680655,241682315,241682315,241683328,241683328,241684813,241684813,241685124,241685124,241685425,241685425,241686622,241686622,241689815,241689815,241696705,241697746,241697746,241700051,241700051,241700615,241700615,241702105,241702105,241702405,241702405,241702552,241702552,241705096,241705096,241706301,241706301,241706652,241706652,241708519,241708519,241709013,241709013,241710357,241710357,241711956,241712500,241712500,241713569,241713569,241715237,241715237,241721976,241721976,241722430,241722430,241723125,241723125,241724375,241724375,241725721,241725721,241726637,241726637,241727437,241727437,241728622,241728622,241737033,241737033	241656853,241656853,241657615,241657615,241658645,241658645,241659373,241659373,241660485,241660485,241661331,241661331,241662103,241662103,241663005,241663005,241663483,241663483,241664851,241664851,241666387,241666387,241676615,241676615,241679589,241679589,241679811,241679811,241680824,241680824,241682431,241682431,241683507,241683507,241684964,241684964,241685356,241685356,241685624,241685624,241686768,241686768,241689994,241689994,241697041,241697944,241697944,241700290,241700290,241700824,241700824,241702259,241702259,241702538,241702538,241702793,241702793,241705240,241705240,241706468,241706468,241706792,241706792,241708655,241708655,241709153,241709153,241710551,241710551,241712043,241712703,241712703,241713708,241713708,241715373,241715373,241722054,241722054,241722556,241722556,241723263,241723263,241724547,241724547,241725960,241725960,241726763,241726763,241727677,241727677,241728759,241728759,241737199,241737199	nan	KIF1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
