#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
998	CDC42;NM_044472.3	1	+	22379201	22416525	22379201	22416525	6	22379201,22404921,22408214,22412931,22413161,22416435	22379235,22405076,22408287,22413041,22413359,22416525	nan	CDC42	nan	nan	0,0,0,0,0,0
2048	EPHB2;NM_017449.5	1	+	23037331	23240063	23037331	23240063	16	23037331,23107913,23110884,23189529,23191369,23208851,23219376,23221964,23222906,23232479,23233202,23234445,23235514,23236874,23238936,23239954	23037536,23107978,23111569,23189685,23191705,23208976,23219539,23222073,23222971,23232602,23233450,23234661,23235664,23237068,23239092,23240063	nan	EPHB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55624	POMGNT1;NM_017739.4	1	-	46654941	46664106	46654941	46664106	22	46654941,46655129,46655525,46656144,46656391,46657769,46657979,46658189,46658571,46658845,46658976,46659235,46659526,46659945,46660224,46660515,46661482,46661683,46662402,46662641,46663373,46664007	46655029,46655239,46655661,46656189,46656456,46657895,46658108,46658262,46658630,46658887,46659060,46659311,46659597,46660073,46660323,46660633,46661596,46661749,46662521,46662756,46663543,46664106	nan	POMGNT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914	NTRK1;NM_001012331.1	1	+	156830670	156851434	156830670	156851434	16	156830670,156834145,156834519,156836701,156837895,156838296,156841414,156843424,156844362,156844697,156845311,156845871,156846191,156848913,156849790,156851248	156830938,156834220,156834591,156836770,156838041,156838439,156841547,156843751,156844418,156844800,156845458,156846002,156846364,156849154,156849949,156851434	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130	LYST;NM_001301365.1	1	-	235826239	236047008	235826239	236047008	53	235826239,235827283,235827764,235840390,235840779,235850248,235856649,235860382,235866046,235872390,235875356,235878500,235880011,235883960,235887327,235891375,235892895,235894146,235894331,235896802,235897129,235897782,235904721,235907278,235909635,235914509,235915304,235916343,235918777,235920580,235922271,235926019,235929378,235933459,235937141,235938212,235940362,235944164,235945226,235950499,235952000,235954998,235956802,235963619,235964170,235966207,235967803,235969042,235971754,235976270,235993525,235996877,236046486	235826378,235827355,235827921,235840488,235840919,235850347,235856786,235860572,235866277,235872608,235875497,235878657,235880078,235884205,235887480,235891431,235892957,235894243,235894477,235896991,235897206,235897959,235904928,235907457,235909827,235914662,235915471,235916574,235918947,235920758,235922899,235926151,235929577,235933597,235937291,235938386,235940608,235944355,235945387,235950673,235952145,235955425,235956912,235963686,235964397,235966364,235967965,235970072,235973834,235976361,235993724,235996967,236047008	nan	LYST	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55120	FANCL;NM_018062.4	2	-	58386899	58468460	58386899	58468460	14	58386899,58387242,58388656,58390000,58390163,58390568,58392858,58425728,58431264,58449076,58453862,58456948,58459188,58468352	58386935,58387314,58388773,58390082,58390209,58390652,58393009,58425797,58431361,58449177,58453919,58457009,58459247,58468460	nan	FANCL	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291	DYSF;NM_001130987.2	2	+	71693828	71913622	71693828	71913622	56	71693828,71708012,71709008,71730343,71738936,71740369,71740845,71742752,71743309,71744118,71747307,71747918,71753349,71755427,71762150,71762397,71766286,71778170,71778736,71780140,71780936,71783094,71788881,71791187,71795080,71795301,71796949,71797358,71797728,71801327,71816722,71817340,71825693,71827831,71828628,71829905,71838374,71838594,71839770,71840463,71847676,71871094,71883291,71886007,71887689,71891397,71892291,71894505,71895883,71896241,71896734,71901326,71906186,71908130,71909659,71913583	71694063,71708068,71709100,71730449,71739051,71740462,71741051,71742881,71743372,71744169,71747338,71748034,71753476,71755531,71762219,71762441,71766369,71778286,71778850,71780318,71781061,71783201,71789074,71791343,71795212,71795468,71797064,71797464,71797871,71801501,71816816,71817418,71825875,71827972,71828658,71829935,71838476,71838756,71839936,71840540,71847739,71871193,71883420,71886163,71887781,71891568,71892434,71894645,71895972,71896337,71896876,71901426,71906365,71908240,71909807,71913622	nan	DYSF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65055	REEP1;NM_022912.3	2	-	86444222	86564749	86444222	86564749	7	86444222,86459747,86479079,86481816,86491087,86509292,86564601	86444233,86459925,86479193,86481937,86491164,86509365,86564749	nan	REEP1	nan	nan	0,0,0,0,0,0,0
547	KIF1A;NM_004321.8	2	-	241656780	241759636	241656780	241759636	47	241656780,241657466,241658422,241659190,241660330,241661223,241661872,241662829,241663391,241664687,241666242,241676479,241679474,241679714,241680685,241682345,241683358,241684843,241685154,241685455,241686652,241689845,241697776,241700081,241700645,241702135,241702435,241702582,241705126,241706331,241706682,241708549,241709043,241710387,241712530,241713599,241715267,241722006,241722460,241723155,241724405,241725751,241726667,241727467,241728652,241737063,241759538	241656823,241657585,241658615,241659343,241660455,241661301,241662073,241662975,241663453,241664821,241666357,241676585,241679559,241679781,241680794,241682401,241683477,241684934,241685326,241685594,241686738,241689964,241697914,241700260,241700794,241702229,241702508,241702763,241705210,241706438,241706762,241708625,241709123,241710521,241712673,241713678,241715343,241722024,241722526,241723233,241724517,241725930,241726733,241727647,241728729,241737229,241759636	nan	KIF1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177	FANCD2;NM_033084.6	3	+	10068120	10140634	10068120	10140634	43	10068120,10070308,10074515,10076152,10076378,10076856,10077970,10080962,10081404,10083306,10084242,10084733,10085167,10085512,10088263,10089600,10091057,10094070,10101977,10103834,10105475,10106039,10106412,10107077,10107547,10108892,10114554,10114936,10116213,10119764,10122783,10123029,10127495,10128817,10130132,10130511,10131975,10133864,10134968,10135972,10136883,10138009,10140403	10068157,10070405,10074656,10076220,10076482,10076917,10078023,10081041,10081529,10083394,10084347,10084834,10085276,10085548,10088407,10089735,10091189,10094181,10102087,10103895,10105595,10106113,10106559,10107178,10107663,10109001,10114665,10115046,10116357,10119881,10122912,10123148,10127606,10128948,10130226,10130634,10132069,10133936,10135007,10136047,10136958,10138156,10140634	nan	FANCD2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
