#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
4914	NTRK1;NM_001012331.1	1	+	156830670	156851642	156830670	156851642	16	156830670,156834135,156834509,156836691,156837885,156838286,156841404,156843414,156844352,156844687,156845301,156845861,156846181,156848903,156849780,156851238	156830948,156834230,156834601,156836780,156838051,156838449,156841557,156843761,156844428,156844810,156845468,156846012,156846374,156849164,156849959,156851642	nan	NTRK1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6391	SDHC;NM_001278172.2	1	+	161284170	161345130	161284170	161345130	4	161284170,161293393,161310373,161332108	161284225,161293470,161310455,161345130	nan	SDHC	nan	nan	0,0,0,0
2261	FGFR3;NM_022965.3	4	+	1795038	1810599	1795038	1810599	16	1795038,1795549,1800970,1801463,1803083,1803336,1803551,1806540,1807071,1807275,1807466,1807767,1807973,1808262,1808545,1808832	1795202,1795780,1801260,1801549,1803273,1803480,1803762,1806706,1807213,1807406,1807677,1807910,1808064,1808420,1808671,1810599	nan	FGFR3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260	FGFR1;NM_001174064.2	8	-	38268660	38326153	38268660	38326153	19	38268660,38271425,38271659,38272066,38272286,38273377,38274813,38275377,38275735,38277046,38279304,38282016,38283629,38285428,38285853,38287189,38297813,38314863,38325488	38271332,38271551,38271817,38272157,38272429,38273588,38274944,38275519,38275901,38277263,38279469,38282227,38283773,38285621,38285963,38287476,38297901,38315062,38326153	nan	FGFR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921	ELOC;NM_001204857.1	8	-	74857372	74884522	74857372	74884522	4	74857372,74868135,74871989,74884469	74859065,74868299,74872063,74884522	nan	ELOC	nan	nan	0,0,0,0
1029	CDKN2A;NM_058195.4	9	-	21967750	21994391	21967750	21994391	3	21967750,21970890,21994127	21968251,21971217,21994391	nan	CDKN2A	nan	nan	0,0,0
4915	NTRK2;NM_001018066.3	9	+	87283436	87492813	87283436	87492813	16	87283436,87284206,87284584,87285281,87317063,87317252,87322748,87325541,87338477,87339128,87342558,87356796,87359877,87366890,87482147,87486693	87283710,87284348,87284813,87285885,87317158,87317344,87322837,87325716,87338634,87339281,87342884,87356852,87359998,87367010,87482356,87492813	nan	NTRK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248	TSC1;NM_001162426.2	9	-	135766735	135820003	135766735	135820003	23	135766735,135772560,135772799,135776091,135776965,135777981,135779027,135779787,135780957,135782107,135782677,135785947,135786378,135786829,135787658,135796739,135797195,135798724,135800963,135802577,135804143,135810409,135819919	135772151,135772742,135773007,135776234,135777096,135778184,135779214,135779851,135781536,135782232,135782767,135786086,135786510,135786965,135787854,135796833,135797370,135798889,135801136,135802701,135804349,135810492,135820003	nan	TSC1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263	FGFR2;NM_001144916.1	10	-	123237843	123353772	123237843	123353772	15	123237843,123243201,123244898,123246857,123247494,123256035,123257998,123260329,123263293,123274620,123276822,123279482,123298095,123310793,123353212	123239545,123243327,123245056,123246948,123247637,123256246,123258129,123260471,123263465,123274843,123276987,123279693,123298239,123310983,123353772	nan	FGFR2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064	ERBB2;NM_001289938.2	17	+	37844346	37873910	37844346	37873910	18	37844346,37844938,37849503,37851230,37863232,37864563,37865560,37866055,37866328,37866582,37868170,37868564,37871528,37871688,37871982,37872543,37872757,37873562	37844541,37845063,37849588,37851444,37863404,37864797,37865715,37866144,37866464,37866744,37868310,37868711,37871622,37871799,37872202,37872696,37872868,37873910	nan	ERBB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672	BRCA1;NM_007300.4	17	-	41196311	41277381	41196311	41277381	24	41196311,41199649,41201127,41203069,41209058,41215339,41215880,41219614,41222934,41226337,41228494,41231340,41234410,41242950,41243441,41247852,41249250,41251781,41256128,41256874,41258462,41267732,41276023,41277277	41197829,41199730,41201221,41203144,41209162,41215400,41215978,41219722,41223265,41226548,41228638,41231426,41234602,41243059,41246887,41247949,41249316,41251907,41256288,41256983,41258560,41267806,41276142,41277381	nan	BRCA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778	GNAS;NM_080426.4	20	+	57466475	57486243	57466475	57486243	12	57466475,57470656,57478572,57478716,57480427,57484206,57484394,57484565,57484728,57484995,57485378,57485727	57466930,57470749,57478650,57478856,57480545,57484281,57484488,57484644,57484869,57485146,57485466,57486243	nan	GNAS	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
