Instructions:,,
"Add genes symbols and/or transcripts to a panel in Moka
Add panel description to Moka
Answer following questions:",VCP3_R90,
,,
1. Pan number of bed file to be created,N/A,
2. Panel description/name (fill in a-c from Moka),,
2. a) Category,VCP3 Viapath,
2. b) SubCategory,R90_Bleeding and platelet disorders,
2. c) Panel,VCP3 Viapath R90_Bleeding and platelet disorders,
3a). Is this BED file used for Exome depth?,YES,
3b). Is this BED file used to generate read counts or filter calls?,filter calls,
4. a) Is this BED file exclusively based on coordinates provided by a supplier ,No,
4. b) If yes, does this need further padding?",N/A,
5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts) Specific transcripts - see Moka,Yes - see below,
5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state),Yes,
6. What padding is required around the exons?,30bp
7. a) Should UTRs be included for ALL genes?,No,
7. b) Should UTRs be padded?,No,
8. a) Are UTRs required for SOME genes? ,No,
8. b) Please list genes/transcripts,N/A,
8. c) Should UTRs be padded?,No,
9. Any additional BED files to be included in this BED file? ,3608,
10. Are any further regions required to be added?,No,
Requested by:,Michael Yau ,
Requested date:,10/06/2021,
,,
,Gene Name,Transcript
,ABCG5,
,ABCG8,
,ACTB,
,ACTN1,
,ACVRL1,
,ADAMTS13,
,ANKRD26,
,ANO6,
,AP3B1,
,AP3D1,
,ARPC1B,
,BLOC1S3,
,BLOC1S6,
,CDC42,
,CYCS,
,DIAPH1,
,DTNBP1,
,ENG,
,ETV6,
,F10,
,F11,
,F12,
,F13A1,
,F13B,
,F2,
,F5,
,F7,
,F8,
,F9,
,FERMT3,
,FGA,
,FGB,
,FGG,
,FLI1,
,FYB1,
,GATA1,
,GBA,
,GFI1B,
,GGCX,
,GNE,
,GP1BA,
,GP1BB,
,GP6,
,GP9,
,HOXA11,
,HPS1,
,HPS3,
,HPS4,
,HPS5,
,HPS6,
,ITGA2B,
,ITGB3,
,KDSR,
,KLKB1,
,KNG1,
,LMAN1,
,LYST,
,MCFD2,
,MECOM,
,MPIG6B,
,MPL,
,MYH9,
,NBEA,
,NBEAL2,
,P2RY12,
,PLA2G4A,
,PLAU,
,PRKACG,
,RASGRP2,
,RBM8A,
,RUNX1,
,SERPINE1,
,SERPINF2,
,SLFN14,
,SRC,
,STIM1,
,STXBP2,
,TBXA2R,
,TBXAS1,
,THBD,
,THPO,
,TPM4,
,TUBB1,
,VIPAS39,
,VKORC1,
,VPS33B,
,VWF,
,WAS,
