Instructions:,,
"Add genes symbols and/or transcripts to a panel in Moka
Add panel description to Moka
Answer following questions:",VCP3_R81,
,,
1. Pan number of bed file to be created,Pan5170,
2. Panel description/name (fill in a-c from Moka),,
2. a) Category,VCP3 Viapath,
2. b) SubCategory,R81,
2. c) Panel,VCP3 Viapath R81,
3. Is this BED file for RPKM?,ExomeDepth variant calling,
4. a) Is this BED file exclusively based on coordinates provided by a supplier ,No,
"4. b) If yes, does this need further padding?",N/A,
5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts) Specific transcripts - see Moka,Yes - see below,
5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state),No,
6. What padding is required around the exons?,30bp,
7. a) Should UTRs be included for ALL genes?,N/A,
7. b) Should UTRs be padded?,N/A,
8. a) Are UTRs required for SOME genes? ,N/A,
8. b) Please list genes/transcripts,N/A,
8. c) Should UTRs be padded?,No,
9. Any additional BED files to be included in this BED file? ,3608,
10. Are any further regions required to be added?,No,
Requested by:,Michael Yau,
Requested date:,06/07/2023,
,,
,Gene Name,Transcript
,ACTA1,NM_001100
,ACTN2,NM_001103
,ADSSL1,NM_152328
,ASCC3,NM_006828
,BIN1,NM_139343
,CACNA1S,NM_000069
,CCDC78,NM_001031737
,CFL2,NM_138638
,COL12A1,NM_004370
,COL6A1,NM_001848
,COL6A2,NM_001849
,COL6A3,NM_004369
,DNM2,NM_001005361
,DOK7,NM_173660
,ECEL1,NM_004826
,EPG5,NM_020964
,FKBP14,NM_017946
,FXR1,NM_005087
,HACD1,NM_014241
,HNRNPA2B1,NM_002137
,KBTBD13,NM_001101362
,KLHL40,NM_152393
,KLHL41,NM_006063
,LMNA,NM_170707
,LMOD3,NM_198271
,MAP3K20,NM_016653
,MEGF10,NM_032446
,MICU1,NM_006077
,MTM1,NM_000252
,MYBPC1,NM_002465
,MYH2,NM_017534
,MYH3,NM_002470
,MYH7,NM_000257
,MYL1,NM_079420
,MYL2,NM_000432
,MYMK,NM_001080483
,MYO18B,NM_032608
,MYOD1,NM_002478
,MYPN,NM_032578
,NEB,NM_001271208
,ORAI1,NM_032790
,PAX7,NM_002584
,PIEZO2,NM_022068
,PYROXD1,NM_024854
,RYR1,NM_000540
,RYR3,NM_001036
,SCN4A,NM_000334
,SELENON,NM_020451
,SLC25A4,NM_001151
,SPEG,NM_005876
,STAC3,NM_145064
,STIM1,NM_003156
,TNNC2,NM_003279
,TNNI2,NM_003282
,TNNT1,NM_003283
,TNNT3,NM_006757
,TPM2,NM_003289
,TPM3,NM_152263
,TRIP4,NM_016213
,TTN,NM_001267550
,VMA21,NM_001017980
